"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.VL","adj.P.Val.VL","P.Value.VL","t.VL","B.VL","logFC.VL","Gene.title.VL","ID.HS","adj.P.Val.HS","P.Value.HS","t.HS","B.HS","logFC.HS","Gene.title.HS"
"85","CISD2","226686_at",7.38e-14,7.12e-15,8.55,22.9093706,0.892,"CDGSH iron sulfur domain 2","ILMN_1796397",0.00787447,8e-04,3.7102562,-0.74083,0.6808604,"CDGSH iron sulfur domain 2","226686_at",4.47e-07,2.25e-08,7.9435824,9.229908,0.78811692,"CDGSH iron sulfur domain 2"
"86","CKAP2","218252_at",7.57e-14,7.31e-15,8.55,22.8828502,0.826,"cytoskeleton associated protein 2","ILMN_1674411",0.00033489,6.32e-06,5.4125976,3.85938,1.1254541,"cytoskeleton associated protein 2","234884_x_at",7.97e-09,1.13e-10,10.3909107,14.513363,3.44552784,"cytoskeleton associated protein 2///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1"
"87","CKB","200884_at",9.78e-20,4.92e-21,-10.8,36.9709549,-0.793,"creatine kinase B","ILMN_1671478",0.04538081,0.0097,-2.7540317,-3.04972,-0.7006301,"creatine kinase B","200884_at",1.69e-05,2.02e-06,-6.1026395,4.739856,-1.21789704,"creatine kinase B"
"88","CLEC2D","228426_at",9.79e-08,1.89e-08,5.91,8.3552428,1.05,"C-type lectin domain family 2 member D","ILMN_1711702",0.00468754,0.000374,3.9853729,-0.0244,1.0310271,"C-type lectin domain family 2 member D","235522_at",2.45e-05,3.15e-06,5.9273518,4.293568,1.18835575,"C-type lectin domain family 2 member D"
"89","CLIC3","219529_at",8.39e-13,9.07e-14,8.13,20.3940427,1.81,"chloride intracellular channel 3","ILMN_1796423",0.02338753,0.00387,-3.1185137,-2.20997,-0.9871354,"chloride intracellular channel 3","219529_at",2.55e-05,3.31e-06,-5.9079322,4.243976,-1.16051725,"chloride intracellular channel 3"
"90","CLN8","222874_s_at",1.72e-31,2.2e-33,15.2,65.2451123,2.39,"ceroid-lipofuscinosis, neuronal 8","ILMN_1701094",0.00747273,0.000739,-3.7390653,-0.66664,-0.8735994,"ceroid-lipofuscinosis, neuronal 8","229958_at",1.92e-06,1.42e-07,-7.1697628,7.391719,-0.82001861,"ceroid-lipofuscinosis, neuronal 8"
"91","CLUAP1","235080_at",0.000176,5.11e-05,4.16,0.7132822,0.784,"clusterin associated protein 1","ILMN_2355042",0.00036795,7.52e-06,5.3523907,3.69324,1.0326354,"clusterin associated protein 1","235080_at",5.49e-05,8.25e-06,5.5542017,3.336185,0.81356986,"clusterin associated protein 1"
"92","CMAHP","205518_s_at",1.45e-27,3.01e-29,-13.7,55.7694123,-2,"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene","ILMN_1704084",0.0125861,0.0016,3.4544307,-1.38967,1.5185436,"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene","229604_at",0.00879,0.00327,3.2444926,-2.525526,0.7834136,"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene"
"93","CNIH4","228437_at",1.71e-05,4.32e-06,4.75,3.0819689,0.729,"cornichon family AMPA receptor auxiliary protein 4","ILMN_1714759",0.01723831,0.00252,3.2829189,-1.81345,1.1323292,"cornichon family AMPA receptor auxiliary protein 4","243051_at",3.88e-08,9.61e-10,-9.3566873,12.379487,-1.81516698,"cornichon family AMPA receptor auxiliary protein 4"
"94","CORO1A","209083_at",1.86e-08,3.31e-09,6.25,10.0576338,0.992,"coronin 1A","ILMN_1713749",0.03116592,0.00582,-2.959082,-2.58441,-0.6536843,"coronin 1A","209083_at",2.54e-07,1.1e-08,8.2540769,9.945263,1.4241105,"coronin 1A"
"95","CORO1B","64486_at",5e-09,8.32e-10,6.51,11.4111115,0.772,"coronin 1B","ILMN_2377019",0.00101876,3.77e-05,-4.7930108,2.1532,-0.8007956,"coronin 1B","64486_at",5.63e-07,3.02e-08,7.8177743,8.936373,0.69253392,"coronin 1B"
"96","CPA4","205832_at",4.21e-13,4.42e-14,8.25,21.1052906,0.677,"carboxypeptidase A4","ILMN_1784294",0.00802417,0.000823,-3.6999403,-0.76734,-1.1159,"carboxypeptidase A4","205832_at",0.000429,9.39e-05,-4.6232311,0.926956,-0.95725625,"carboxypeptidase A4"
"97","CRIPT","222702_x_at",1.48e-18,8.5e-20,10.4,34.141175,1.2,"CXXC repeat containing interactor of PDZ3 domain","ILMN_1813256",0.0012517,5.17e-05,4.6834651,1.85343,1.1584391,"CXXC repeat containing interactor of PDZ3 domain","239050_s_at",0.000305,6.27e-05,-4.7774747,1.326002,-0.58785846,"CXXC repeat containing interactor of PDZ3 domain"
"98","CRLS1","241741_at",1.24e-14,1.09e-15,-8.86,24.7668075,-1.32,"cardiolipin synthase 1","ILMN_1737685",0.02908714,0.00528,2.9977983,-2.49445,0.6871981,"cardiolipin synthase 1","241741_at",0.00129,0.000343,-4.1275757,-0.345716,-0.60095031,"cardiolipin synthase 1"
"99","CRYZL1","1552347_at",2.36e-28,4.44e-30,-14,57.6737482,-1.27,"crystallin zeta like 1","ILMN_1762115",0.00534096,0.000459,3.9118575,-0.2175,0.896108,"crystallin zeta like 1","1552347_at",6.07e-06,5.85e-07,-6.593547,5.974933,-0.74459371,"crystallin zeta like 1"
"100","CSPP1","220072_at",8.35e-07,1.8e-07,-5.45,6.1574666,-0.892,"centrosome and spindle pole associated protein 1","ILMN_2393994",0.00010878,1.13e-06,6.0116015,5.50812,1.3836982,"centrosome and spindle pole associated protein 1","242041_at",0.000164,3.04e-05,-5.0536531,2.041678,-0.98402652,"centrosome and spindle pole associated protein 1"
"101","CTNNBIP1","203081_at",3.82e-10,5.63e-11,-7.01,14.056719,-0.841,"catenin beta interacting protein 1","ILMN_2381168",0.01871916,0.00281,-3.2413133,-1.91474,-0.6086922,"catenin beta interacting protein 1","203081_at",3.88e-08,9.61e-10,-9.356643,12.379393,-1.67752794,"catenin beta interacting protein 1"
"102","CTSB","213274_s_at",3.89e-22,1.48e-23,11.7,42.7370113,2,"cathepsin B","ILMN_2359742",0.01589841,0.00225,-3.3267414,-1.70611,-0.7811063,"cathepsin B","213274_s_at",2.13e-11,1.22e-14,15.678307,23.459008,1.94550781,"cathepsin B"
"103","CTSC","225647_s_at",2.12e-16,1.54e-17,9.55,28.9840675,1.27,"cathepsin C","ILMN_2242463",0.01537691,0.00214,3.3456702,-1.65954,0.7334623,"cathepsin C","225647_s_at",2.54e-08,5.4e-10,9.6283233,12.953763,1.15357428,"cathepsin C"
"104","CTSD","200766_at",5.82e-27,1.31e-28,13.5,54.3055219,1.14,"cathepsin D","ILMN_1674038",0.00174273,8.6e-05,-4.5052714,1.36807,-1.3002002,"cathepsin D","200766_at",9.67e-05,1.62e-05,5.2943195,2.66502,0.66805804,"cathepsin D"
"105","CXCL10","204533_at",5.69e-27,1.28e-28,13.5,54.3289888,4.62,"C-X-C motif chemokine ligand 10","ILMN_1791759",3.28e-06,1.96e-09,8.3119596,11.55628,3.6225446,"C-X-C motif chemokine ligand 10","204533_at",6.51e-08,1.9e-09,9.0418641,11.701389,3.82697961,"C-X-C motif chemokine ligand 10"
"106","CXCL16","223454_at",5.79e-16,4.42e-17,9.38,27.940768,0.625,"C-X-C motif chemokine ligand 16","ILMN_1728478",0.0029093,0.000188,-4.2309081,0.628,-0.957479,"C-X-C motif chemokine ligand 16","223454_at",1.91e-08,3.65e-10,9.8150591,13.342792,0.67269173,"C-X-C motif chemokine ligand 16"
"107","CXCL8","202859_x_at",2.79e-44,8.56e-47,20.2,95.9634152,6.75,"C-X-C motif chemokine ligand 8","ILMN_1666733",0.03938638,0.008,2.8324679,-2.87401,1.3750851,"C-X-C motif chemokine ligand 8","211506_s_at",4.47e-05,6.44e-06,5.6499343,3.582628,3.59963039,"C-X-C motif chemokine ligand 8"
"108","CYB5R4","219079_at",8.04e-25,2.3e-26,12.7,49.1652322,1.83,"cytochrome b5 reductase 4","ILMN_1688158",0.0124458,0.00157,3.4612576,-1.3726,1.1704299,"cytochrome b5 reductase 4","219079_at",5.92e-07,3.22e-08,7.7902562,8.871887,0.87916276,"cytochrome b5 reductase 4"
"109","CYP27A1","203979_at",1.07e-31,1.35e-33,-15.3,65.7305068,-1.18,"cytochrome P450 family 27 subfamily A member 1","ILMN_1704985",0.00211352,0.000116,-4.4000506,1.08308,-0.8768174,"cytochrome P450 family 27 subfamily A member 1","203979_at",0.000245,4.87e-05,4.874046,1.576166,0.75890629,"cytochrome P450 family 27 subfamily A member 1"
"110","CYP2C18","208126_s_at",4.66e-25,1.3e-26,12.8,49.7376324,3.18,"cytochrome P450 family 2 subfamily C member 18","ILMN_1683121",0.0398258,0.00812,-2.82603,-2.88854,-0.8333443,"cytochrome P450 family 2 subfamily C member 18","215103_at",7.47e-06,7.52e-07,-6.4929652,5.723822,-1.31887076,"cytochrome P450 family 2 subfamily C member 18"
"111","CYP39A1","220432_s_at",2e-15,1.62e-16,-9.17,26.6562324,-1.06,"cytochrome P450 family 39 subfamily A member 1","ILMN_1808650",0.04279359,0.00896,2.7866141,-2.97709,0.7881198,"cytochrome P450 family 39 subfamily A member 1","1553977_a_at",2.78e-06,2.26e-07,-6.9786964,6.926217,-1.55841725,"cytochrome P450 family 39 subfamily A member 1"
"112","DCAF7","209592_s_at",7.35e-07,1.58e-07,5.47,6.2874001,0.615,"DDB1 and CUL4 associated factor 7","ILMN_1682264",0.01679432,0.00243,-3.2978893,-1.77685,-0.7028122,"DDB1 and CUL4 associated factor 7","236134_at",0.000245,4.85e-05,-4.8752098,1.579182,-0.91416995,"DDB1 and CUL4 associated factor 7"
"113","DCT","216512_s_at",0.0171,0.00683,-2.74,-3.8581188,-0.674,"dopachrome tautomerase","ILMN_1701783",0.00012333,1.4e-06,-5.9364895,5.30213,-1.9981828,"dopachrome tautomerase","216513_at",1.23e-05,1.37e-06,-6.254003,5.123129,-1.3211935,"dopachrome tautomerase"
"114","DCUN1D1","222678_s_at",4.87e-11,6.43e-12,7.39,16.191622,0.774,"defective in cullin neddylation 1 domain containing 1","ILMN_1810719",0.04016888,0.00822,2.8213826,-2.89902,0.6643302,"defective in cullin neddylation 1 domain containing 1","222679_s_at",0.00975,0.00368,-3.1960816,-2.639668,-0.62619175,"defective in cullin neddylation 1 domain containing 1"
"115","DCUN1D5","223151_at",9.42e-22,3.77e-23,11.6,41.8101482,0.809,"defective in cullin neddylation 1 domain containing 5","ILMN_1726839",0.02008463,0.00311,3.2035345,-2.00617,0.6875656,"defective in cullin neddylation 1 domain containing 5","239425_at",2.55e-07,1.11e-08,-8.2518766,9.94024,-0.96879659,"defective in cullin neddylation 1 domain containing 5"
"116","DEGS2","236496_at",4.17e-05,1.11e-05,4.53,2.1731836,0.805,"delta 4-desaturase, sphingolipid 2","ILMN_1768772",0.00232505,0.000135,-4.3481335,0.94297,-1.0729582,"delta 4-desaturase, sphingolipid 2","236496_at",1.95e-05,2.41e-06,-6.0327112,4.562115,-1.45706555,"delta 4-desaturase, sphingolipid 2"
"117","DENND1A","219763_at",5.27e-31,7.2e-33,15,64.0674579,2,"DENN domain containing 1A","ILMN_1753275",0.02992921,0.00548,-2.9830107,-2.52888,-0.7485285,"DENN domain containing 1A","219763_at",1.25e-07,4.4e-09,8.6601006,10.860959,1.40097007,"DENN domain containing 1A"
"118","DENND4A","1554352_s_at",2.68e-09,4.33e-10,6.63,12.0520644,0.839,"DENN domain containing 4A","ILMN_2041161",0.0168047,0.00243,3.2972896,-1.77832,0.7075343,"DENN domain containing 4A","214787_at",2.13e-05,2.68e-06,5.9915907,4.457409,0.85802529,"DENN domain containing 4A"
"119","DENR","234915_s_at",1.05e-23,3.38e-25,12.3,46.4943194,1.8,"density regulated re-initiation and release factor","ILMN_1760954",0.02527368,0.00432,3.0762405,-2.31026,0.7813449,"density regulated re-initiation and release factor","238982_at",2e-06,1.5e-07,-7.1461136,7.334341,-1.24103818,"density regulated re-initiation and release factor"
"120","DFFA","223518_at",3e-23,1.01e-24,12.1,45.4074835,1.19,"DNA fragmentation factor subunit alpha","ILMN_2385220",0.01718912,0.00251,-3.28478,-1.8089,-0.605971,"DNA fragmentation factor subunit alpha","223518_at",7.35e-06,7.37e-07,6.5012078,5.74444,0.94593162,"DNA fragmentation factor subunit alpha"
"121","DHX36","1559039_at",1.35e-08,2.35e-09,-6.31,10.3920156,-0.654,"DEAH-box helicase 36","ILMN_2100000",0.02420297,0.00405,3.1009582,-2.25171,1.0136589,"DEAH-box helicase 36","1559039_at",0.000114,1.97e-05,-5.2196778,2.471816,-0.65199846,"DEAH-box helicase 36"
"122","DLGAP5","203764_at",5.61e-45,1.53e-47,20.5,97.6758847,3.52,"DLG associated protein 5","ILMN_1749829",0.00199197,0.000107,4.42956,1.16287,1.4671555,"DLG associated protein 5","203764_at",0.0191,0.00814,2.8691705,-3.389881,0.65542735,"DLG associated protein 5"
"123","DMTN","204505_s_at",5.72e-14,5.43e-15,-8.6,23.1766352,-0.788,"dematin actin binding protein","ILMN_1671686",0.00052865,1.34e-05,-5.1531617,3.14365,-1.1283305,"dematin actin binding protein","204505_s_at",1.56e-06,1.1e-07,-7.2755516,7.647538,-0.84696274,"dematin actin binding protein"
"124","DNAJC24","1570048_at",2.9e-12,3.34e-13,-7.9,19.1084058,-0.956,"DnaJ heat shock protein family (Hsp40) member C24","ILMN_1685930",0.03711638,0.00734,2.8666427,-2.79655,1.3152107,"DnaJ heat shock protein family (Hsp40) member C24","1570048_at",4.9e-05,7.2e-06,-5.6069765,3.472104,-0.8928582,"DnaJ heat shock protein family (Hsp40) member C24"
"125","DNAJC7","215252_at",5.69e-05,1.54e-05,-4.45,1.8589208,-0.759,"DnaJ heat shock protein family (Hsp40) member C7","ILMN_1663616",0.02465208,0.00416,3.0904594,-2.27661,0.779056,"DnaJ heat shock protein family (Hsp40) member C7","1556053_at",0.000789,0.000192,-4.3503572,0.223872,-0.85469098,"DnaJ heat shock protein family (Hsp40) member C7"
"126","DNER","226281_at",2.79e-12,3.2e-13,-7.91,19.150288,-1.56,"delta/notch like EGF repeat containing","ILMN_1791679",0.0344453,0.00667,2.9050823,-2.70879,0.6048464,"delta/notch like EGF repeat containing","226281_at",0.0295,0.0136,-2.650702,-3.868176,-1.59949923,"delta/notch like EGF repeat containing"
"127","DNM1L","203105_s_at",3.53e-32,4.17e-34,15.4,66.9019167,1.2,"dynamin 1 like","ILMN_1685260",0.0170945,0.00249,3.2883016,-1.8003,0.815597,"dynamin 1 like","237797_at",0.000168,3.13e-05,-5.0429479,2.013932,-0.6015525,"dynamin 1 like"
"128","DNM2","1555895_at",2.03e-14,1.82e-15,8.78,24.2574495,1.01,"dynamin 2","ILMN_2339377",0.00857937,0.000909,-3.663401,-0.86102,-0.6139392,"dynamin 2","1555895_at",1.15e-06,7.42e-08,7.4383654,8.038515,0.65279913,"dynamin 2"
"129","DOCK8","225502_at",2.12e-05,5.43e-06,4.7,2.8624793,0.633,"dedicator of cytokinesis 8","ILMN_1788931",0.01502001,0.00206,3.3601528,-1.62382,0.6920893,"dedicator of cytokinesis 8","239027_at",0.000405,8.75e-05,4.6501211,0.996462,1.08795421,"dedicator of cytokinesis 8"
"130","DPH3","225195_at",8.59e-32,1.07e-33,15.3,65.9667198,1.96,"diphthamide biosynthesis 3","ILMN_2349610",0.0001531,2.01e-06,5.8098132,4.9541,1.0267779,"diphthamide biosynthesis 3","225195_at",1.13e-05,1.24e-06,6.2938444,5.223666,0.75964663,"diphthamide biosynthesis 3"
"131","DSC2","231033_at",2.41e-48,4.27e-51,21.9,105.8059502,6.19,"desmocollin 2","ILMN_1663119",0.04732274,0.0103,2.7305641,-3.10172,0.6912115,"desmocollin 2","204751_x_at",2.14e-05,2.68e-06,5.990305,4.454133,1.85002423,"desmocollin 2"
"132","DST","232098_at",5.19e-17,3.53e-18,-9.78,30.4456047,-1.46,"dystonin","ILMN_1703913",8.065e-05,7.38e-07,6.1593467,5.91235,1.5852599,"dystonin","204455_at",5.12e-07,2.68e-08,-7.8687291,9.055515,-1.20317647,"dystonin"
"133","DSTN","230933_at",1.98e-09,3.15e-10,-6.69,12.3632885,-0.806,"destrin, actin depolymerizing factor","ILMN_1706426",0.03994979,0.00816,2.8241791,-2.89271,0.6536921,"destrin, actin depolymerizing factor","230933_at",0.00116,0.000302,-4.176288,-0.22161,-0.6330065,"destrin, actin depolymerizing factor"
"134","DTWD1","229984_at",1.42e-11,1.76e-12,-7.62,17.4686907,-1.11,"DTW domain containing 1","ILMN_1740861",0.00012333,1.41e-06,5.9345797,5.29689,1.7583784,"DTW domain containing 1","1555210_at",0.0132,0.00523,-3.052732,-2.973259,-0.68038992,"DTW domain containing 1"
"135","DYNC1I2","236698_at",2e-07,4.01e-08,-5.75,7.6209345,-0.983,"dynein cytoplasmic 1 intermediate chain 2","ILMN_1773847",0.00190916,9.93e-05,4.4550356,1.23184,1.1732293,"dynein cytoplasmic 1 intermediate chain 2","236698_at",0.0165,0.00681,-2.9435633,-3.222551,-0.59684407,"dynein cytoplasmic 1 intermediate chain 2"
"136","DYNC2LI1","241757_x_at",6.96e-11,9.37e-12,-7.33,15.8202654,-0.596,"dynein cytoplasmic 2 light intermediate chain 1","ILMN_1811836",0.00042007,9.28e-06,5.2793779,3.49177,1.7057491,"dynein cytoplasmic 2 light intermediate chain 1","241757_x_at",1.3e-05,1.47e-06,-6.2266508,5.054022,-0.60201925,"dynein cytoplasmic 2 light intermediate chain 1"
"137","DYNLRB2","238116_at",2.61e-16,1.92e-17,-9.51,28.7648874,-1.35,"dynein light chain roadblock-type 2","ILMN_1697317",0.00105357,3.95e-05,4.7771389,2.10971,0.7945236,"dynein light chain roadblock-type 2","238116_at",0.000117,2.03e-05,-5.2077685,2.440977,-1.13265618,"dynein light chain roadblock-type 2"
"138","DYNLT1","201999_s_at",1.99e-17,1.29e-18,9.94,31.4467222,0.588,"dynein light chain Tctex-type 1","ILMN_1678766",0.00092809,3.29e-05,4.8404849,2.28337,1.1403182,"dynein light chain Tctex-type 1","201999_s_at",6.37e-07,3.53e-08,7.7510661,8.779876,0.68687175,"dynein light chain Tctex-type 1"
"139","ECM2","206101_at",4.2e-10,6.21e-11,-6.99,13.9598498,-0.831,"extracellular matrix protein 2","ILMN_2228938",0.04628739,0.00997,2.7429096,-3.0744,0.7921214,"extracellular matrix protein 2","1568779_a_at",3.14e-07,1.43e-08,8.1396573,9.683163,1.08269434,"extracellular matrix protein 2"
"140","EFHC1","225656_at",8.14e-16,6.33e-17,-9.32,27.5843678,-1.59,"EF-hand domain containing 1","ILMN_1755051",0.02610406,0.00452,3.0585649,-2.35199,0.9287619,"EF-hand domain containing 1","225656_at",1.83e-06,1.33e-07,-7.19542,7.45389,-0.99079301,"EF-hand domain containing 1"
"141","EFHD2","222483_at",1.26e-10,1.75e-11,7.21,15.2058285,0.889,"EF-hand domain family member D2","ILMN_1761463",0.01143308,0.00139,-3.5081198,-1.25507,-0.9608825,"EF-hand domain family member D2","222483_at",1.86e-07,7.34e-09,8.4322279,10.349812,1.38356748,"EF-hand domain family member D2"
"142","EIF3B","203462_x_at",8.21e-15,7.08e-16,8.93,25.1923464,0.613,"eukaryotic translation initiation factor 3 subunit B","ILMN_2278729",0.00029547,5.17e-06,-5.4817349,4.05014,-0.724024,"eukaryotic translation initiation factor 3 subunit B","242550_at",1.3e-05,1.47e-06,-6.2281944,5.057924,-1.03887451,"eukaryotic translation initiation factor 3 subunit B"
"143","EIF3M","239848_at",1.38e-22,4.98e-24,-11.9,43.819905,-1.1,"eukaryotic translation initiation factor 3 subunit M","ILMN_2192693",0.00159953,7.5e-05,4.5534457,1.49897,1.1965091,"eukaryotic translation initiation factor 3 subunit M","215190_at",0.00164,0.000454,-4.0196127,-0.619749,-0.84328018,"eukaryotic translation initiation factor 3 subunit M"
"144","ELF2","242735_x_at",1.33e-18,7.62e-20,-10.4,34.2502015,-0.701,"E74 like ETS transcription factor 2","ILMN_1691559",0.03755087,0.00746,2.8604268,-2.81068,0.7404123,"E74 like ETS transcription factor 2","242735_x_at",1.35e-06,9.17e-08,-7.3500748,7.826912,-1.22397817,"E74 like ETS transcription factor 2"
"145","ELF4","31845_at",3.84e-05,1.02e-05,4.55,2.2580125,0.591,"E74 like ETS transcription factor 4","ILMN_1652082",0.00123291,5.05e-05,-4.6912571,1.87472,-0.7394373,"E74 like ETS transcription factor 4","31845_at",0.000205,3.93e-05,4.9556093,1.787552,0.68136004,"E74 like ETS transcription factor 4"
"146","ELL2","214446_at",1.44e-39,7.45e-42,18.3,84.6527529,3.02,"elongation factor for RNA polymerase II 2","ILMN_1655930",0.01497286,0.00205,3.3620482,-1.61915,1.1276539,"elongation factor for RNA polymerase II 2","214446_at",2.12e-05,2.65e-06,5.9953135,4.466894,0.84350628,"elongation factor for RNA polymerase II 2"
"147","ELMOD2","1553928_at",8.4e-16,6.54e-17,9.32,27.5511235,1.01,"ELMO domain containing 2","ILMN_1765159",0.01049303,0.00122,3.5546659,-1.13767,1.1391813,"ELMO domain containing 2","1553928_at",1.42e-05,1.64e-06,6.183814,4.945656,0.91391469,"ELMO domain containing 2"
"148","EPSTI1","227609_at",5.03e-49,8.19e-52,22.2,107.4463649,5.13,"epithelial stromal interaction 1 (breast)","ILMN_2388547",0.00014121,1.75e-06,5.8589728,5.08925,1.9459752,"epithelial stromal interaction 1 (breast)","227609_at",5.09e-09,5.77e-11,10.7267989,15.176221,2.58008998,"epithelial stromal interaction 1 (breast)"
"149","ESPN","223549_s_at",1.13e-19,5.72e-21,-10.8,36.8198058,-1.58,"espin","ILMN_1806710",0.00601367,0.000542,-3.8513267,-0.37562,-1.0437521,"espin","223549_s_at",4.19e-06,3.74e-07,-6.7739827,6.422677,-1.20926323,"espin"
"150","EXOC3","212630_at",1.27e-16,9.07e-18,9.63,29.5090961,0.982,"exocyst complex component 3","ILMN_1789419",0.00727961,0.000712,-3.7524714,-0.63205,-0.8206508,"exocyst complex component 3","228847_at",2.04e-07,8.26e-09,-8.3801133,10.231916,-0.79220299,"exocyst complex component 3"
"151","FAM110A","226584_s_at",3.17e-08,5.8e-09,6.14,9.5104218,0.682,"family with sequence similarity 110 member A","ILMN_2323944",0.00931742,0.00103,-3.6185711,-0.97548,-1.049295,"family with sequence similarity 110 member A","226584_s_at",1.61e-08,2.88e-10,-9.9293923,13.578686,-1.09171762,"family with sequence similarity 110 member A"
"152","FAM162A","224345_x_at",2.86e-17,1.89e-18,9.88,31.0664513,0.667,"family with sequence similarity 162 member A","ILMN_1803647",0.01049047,0.00122,3.5551649,-1.13641,1.376063,"family with sequence similarity 162 member A","235850_at",4.04e-07,1.98e-08,-7.9995991,9.359926,-1.0751137,"family with sequence similarity 162 member A"
"153","FAM3C","236316_at",3.38e-15,2.8e-16,-9.08,26.1097494,-0.743,"family with sequence similarity 3 member C","ILMN_2368773",0.03609242,0.00708,2.881449,-2.76283,1.0535513,"family with sequence similarity 3 member C","236316_at",0.00846,0.00312,-3.2629561,-2.481806,-0.69285788,"family with sequence similarity 3 member C"
"154","FAM46B","229518_at",1.34e-09,2.09e-10,6.77,12.7656627,0.805,"family with sequence similarity 46 member B","ILMN_1808011",0.00379675,0.000275,-4.094469,0.26414,-0.8834514,"family with sequence similarity 46 member B","229518_at",0.0213,0.00921,-2.816812,-3.506341,-0.73428363,"family with sequence similarity 46 member B"
"155","FAM83A","239586_at",1.79e-45,4.61e-48,20.7,98.8673687,4.97,"family with sequence similarity 83 member A","ILMN_1670158",0.02057778,0.00322,-3.1896878,-2.03955,-1.0676805,"family with sequence similarity 83 member A","242944_at",0.0349,0.0165,2.5649933,-4.050024,0.69858107,"family with sequence similarity 83 member A"
"156","FAM83B","232202_at",5.22e-07,1.1e-07,5.55,6.6372194,0.586,"family with sequence similarity 83 member B","ILMN_1782863",0.02493074,0.00424,3.0836025,-2.29285,1.579679,"family with sequence similarity 83 member B","232202_at",2.72e-06,2.19e-07,-6.9906352,6.955432,-1.36917354,"family with sequence similarity 83 member B"
"157","FBLN1","201787_at",0.000111,3.14e-05,-4.28,1.1802864,-0.691,"fibulin 1","ILMN_1672536",0.04029876,0.00825,-2.8196867,-2.90284,-0.5982166,"fibulin 1","207835_at",0.000108,1.84e-05,-5.2451812,2.537846,-0.66424691,"fibulin 1"
"158","FCGBP","203240_at",4.61e-10,6.85e-11,-6.97,13.8636353,-0.896,"Fc fragment of IgG binding protein","ILMN_2302757",0.01194808,0.00148,-3.4835826,-1.31669,-1.3111624,"Fc fragment of IgG binding protein","203240_at",7.76e-07,4.51e-08,-7.6471159,8.534841,-1.86075765,"Fc fragment of IgG binding protein"
"159","FER","206412_at",8.04e-09,1.37e-09,6.41,10.9222739,0.855,"FER tyrosine kinase","ILMN_1789618",0.01679179,0.00242,3.2980771,-1.7764,1.046511,"FER tyrosine kinase","232064_at",0.000776,0.000188,-4.358072,0.243679,-0.66862288,"FER tyrosine kinase"
"160","FGFR1OP","205588_s_at",2.96e-10,4.3e-11,7.05,14.3205713,0.981,"FGFR1 oncogene partner","ILMN_2411116",0.04463257,0.00947,2.764033,-3.02748,1.0039743,"FGFR1 oncogene partner","1568678_s_at",9.97e-08,3.25e-09,8.7960638,11.162559,0.65344124,"FGFR1 oncogene partner"
"161","FGFR1OP2","1556283_s_at",1.31e-16,9.32e-18,9.63,29.4829288,1.24,"FGFR1 oncogene partner 2","ILMN_1657436",0.0091401,0.001,3.6284667,-0.95026,1.0421942,"FGFR1 oncogene partner 2","1556283_s_at",7.97e-10,3.55e-12,12.2078108,17.932373,1.19719335,"FGFR1 oncogene partner 2"
"162","FHL1","201540_at",2.11e-17,1.38e-18,-9.93,31.3782255,-0.823,"four and a half LIM domains 1","ILMN_1805842",0.02255667,0.00366,-3.1403383,-2.15792,-1.2737341,"four and a half LIM domains 1","210298_x_at",0.0355,0.0169,-2.556123,-4.068646,-0.65819446,"four and a half LIM domains 1"
"163","FILIP1L","1554966_a_at",5.61e-06,1.34e-06,-5.01,4.213439,-0.607,"filamin A interacting protein 1 like","ILMN_1738578",0.00788137,0.000802,3.7095184,-0.74272,1.021074,"filamin A interacting protein 1 like","1554966_a_at",2.26e-05,2.87e-06,5.9644226,4.388156,0.58816671,"filamin A interacting protein 1 like"
"164","GBP1","202269_x_at",4.65e-36,3.66e-38,16.9,76.1970613,3.23,"guanylate binding protein 1","ILMN_1701114",0.00035481,7.01e-06,5.3763767,3.75943,1.64122,"guanylate binding protein 1","231577_s_at",1.31e-06,8.76e-08,7.3687825,7.871831,2.05610138,"guanylate binding protein 1"
"165","GBP6","1559607_s_at",1.14e-16,8.05e-18,9.65,29.6271581,1.93,"guanylate binding protein family member 6","ILMN_1756953",0.00182847,9.39e-05,4.4745868,1.28482,1.2801267,"guanylate binding protein family member 6","1559606_at",0.0333,0.0157,2.5884658,-4.000567,0.70807921,"guanylate binding protein family member 6"
"166","GHR","205498_at",7.42e-09,1.26e-09,-6.43,11.0056691,-0.669,"growth hormone receptor","ILMN_1775814",0.0060175,0.000545,3.8497729,-0.37967,0.7073674,"growth hormone receptor","205498_at",0.00352,0.00112,-3.6697039,-1.495726,-0.60238788,"growth hormone receptor"
"167","GK","217167_x_at",1.17e-34,1.07e-36,16.4,72.8427653,2.62,"glycerol kinase","ILMN_2393296",0.00475047,0.000382,3.977833,-0.04426,1.1190363,"glycerol kinase","215977_x_at",4.22e-07,2.09e-08,7.976713,9.306857,2.04622604,"glycerol kinase"
