"","Gene.symbol","ID.VL","adj.P.Val.VL","P.Value.VL","t.VL","B.VL","logFC.VL","Gene.title.VL","ID.HS","adj.P.Val.HS","P.Value.HS","t.HS","B.HS","logFC.HS","Gene.title.HS"
"381","IRAK1BP1","ILMN_1779639",0.0001263,1.47e-06,5.9185483,5.25289,0.8581546,"interleukin 1 receptor associated kinase 1 binding protein 1","1557174_a_at",0.00497,0.00168,-3.5100624,-1.887582,-0.65011232,"interleukin 1 receptor associated kinase 1 binding protein 1"
"382","ISG15","ILMN_2054019",0.01153505,0.0014,3.5036028,-1.26642,0.8600667,"ISG15 ubiquitin-like modifier","205483_s_at",7.09e-10,2.96e-12,12.3096825,18.11242,1.83881579,"ISG15 ubiquitin-like modifier"
"383","ITGB1","ILMN_1714820",0.00992061,0.00113,3.5839003,-1.06362,1.08335,"integrin subunit beta 1","1553530_a_at",0.00785,0.00286,3.298516,-2.397322,0.714118,"integrin subunit beta 1"
"384","ITGB4","ILMN_2317543",0.00361945,0.000258,-4.1183988,0.32773,-0.8321501,"integrin subunit beta 4","204990_s_at",0.00171,0.000481,-3.9980085,-0.6744,-0.74570536,"integrin subunit beta 4"
"385","ITM2C","ILMN_2366041",0.03084151,0.00573,-2.9656762,-2.56913,-0.6949633,"integral membrane protein 2C","221004_s_at",1.71e-09,1.2e-11,11.543776,16.729302,1.98324265,"integral membrane protein 2C"
"386","ITPR2","ILMN_1736103",0.0182247,0.00271,3.2558453,-1.87943,1.0093266,"inositol 1,4,5-trisphosphate receptor type 2","202660_at",7.28e-05,1.16e-05,-5.4243221,3.001105,-0.68896881,"inositol 1,4,5-trisphosphate receptor type 2"
"387","IWS1","ILMN_1747241",0.0049867,0.000411,3.9512054,-0.11429,1.7095435,"IWS1, SUPT6H interacting protein","1562110_at",0.00518,0.00176,-3.4910223,-1.933929,-0.78227328,"IWS1, SUPT6H interacting protein"
"388","JAG2","ILMN_1764729",0.03621865,0.00711,-2.8796464,-2.76694,-0.6821692,"jagged 2","32137_at",7.09e-07,4.05e-08,-7.6934581,8.644256,-0.89445212,"jagged 2"
"389","JAK2","ILMN_1683178",0.02005734,0.0031,3.2044257,-2.00402,0.8764393,"Janus kinase 2","205842_s_at",0.00557,0.00192,3.4576118,-2.015044,0.61163274,"Janus kinase 2"
"390","JAML","ILMN_1778723",0.02746962,0.00484,3.0318363,-2.41484,0.6879555,"junction adhesion molecule like","228094_at",2.07e-05,2.58e-06,6.0051179,4.491869,0.8921065,"junction adhesion molecule like"
"391","JMJD4","ILMN_1692896",0.00104625,3.9e-05,-4.780951,2.12015,-0.8310277,"jumonji domain containing 4","222671_s_at",2.2e-05,2.77e-06,5.9776666,4.421923,0.65165827,"jumonji domain containing 4"
"392","JUP","ILMN_2366864",0.01141292,0.00138,-3.5089277,-1.25303,-0.857366,"junction plakoglobin","201015_s_at",6.31e-05,9.75e-06,-5.489974,3.170579,-0.92985726,"junction plakoglobin"
"393","KAZN","ILMN_1798458",0.01747459,0.00257,-3.2757195,-1.83102,-0.8358931,"kazrin, periplakin interacting protein","213478_at",0.00238,0.000705,-3.8499199,-1.047152,-0.70286387,"kazrin, periplakin interacting protein"
"394","KCNK7","ILMN_2304577",0.02733179,0.00481,-3.0344701,-2.40866,-0.9539093,"potassium two pore domain channel subfamily K member 7","220412_x_at",1.34e-07,4.76e-09,-8.6251708,10.783067,-1.61275511,"potassium two pore domain channel subfamily K member 7"
"395","KCTD21","ILMN_1809708",0.01566887,0.0022,3.3349912,-1.68583,0.7110179,"potassium channel tetramerization domain containing 21","229873_at",3.92e-05,5.5e-06,5.7109086,3.73932,0.68924839,"potassium channel tetramerization domain containing 21"
"396","KDELR1","ILMN_2130411",0.01138175,0.00138,-3.5100957,-1.2501,-0.863426,"KDEL endoplasmic reticulum protein retention receptor 1","200922_at",1.75e-08,3.26e-10,9.8702116,13.456801,0.70717307,"KDEL endoplasmic reticulum protein retention receptor 1"
"397","KDF1","ILMN_1676322",0.01242866,0.00157,-3.4626027,-1.36924,-0.6544894,"keratinocyte differentiation factor 1","236058_at",0.000333,6.95e-05,-4.738067,1.223977,-1.18492883,"keratinocyte differentiation factor 1"
"398","KIAA0101","ILMN_2285996",0.00048316,1.14e-05,5.2068017,3.29156,1.4250509,"KIAA0101","202503_s_at",0.00437,0.00144,3.5696458,-1.741992,0.63104461,"KIAA0101"
"399","KIAA1551","ILMN_1726289",0.01222368,0.00153,3.4716636,-1.34656,1.6685755,"KIAA1551","218614_at",8.18e-06,8.38e-07,6.4499386,5.616082,0.74035261,"KIAA1551"
"400","KIF16B","ILMN_1772786",0.00499588,0.000412,3.950328,-0.11659,0.941518,"kinesin family member 16B","219570_at",2.46e-05,3.17e-06,-5.9251021,4.287825,-0.62120287,"kinesin family member 16B"
"401","KIF21A","ILMN_1681249",0.00356024,0.000252,4.1257628,0.34731,1.068534,"kinesin family member 21A","226003_at",8.72e-09,1.29e-10,-10.3244701,14.380523,-1.20396888,"kinesin family member 21A"
"402","KIF2A","ILMN_1734476",0.01088346,0.00129,3.5354918,-1.18611,1.0229719,"kinesin family member 2A","203087_s_at",5.61e-07,3.01e-08,7.8193703,8.94011,0.65128559,"kinesin family member 2A"
"403","KLC3","ILMN_1702738",0.00283907,0.000182,-4.2421961,0.65824,-0.9144749,"kinesin light chain 3","1570402_at",5.79e-09,7.02e-11,-10.6277488,14.982254,-1.65835059,"kinesin light chain 3"
"404","KLHL22","ILMN_1705390",0.00460396,0.000363,-3.9962322,0.00421,-0.7334055,"kelch like family member 22","49329_at",1.53e-07,5.73e-09,8.5423886,10.597802,0.63305175,"kelch like family member 22"
"405","KRT15","ILMN_1770612",0.04222257,0.0088,-2.7937062,-2.96121,-1.120825,"keratin 15","204734_at",0.006,0.00209,-3.4229173,-2.09898,-0.90669826,"keratin 15"
"406","KRT77","ILMN_1801428",0.00277904,0.000175,-4.2558305,0.69479,-1.3467105,"keratin 77","237120_at",0.000188,3.54e-05,-4.9953825,1.890644,-2.78535566,"keratin 77"
"407","KRT80","ILMN_1705814",0.02809041,0.005,-3.018673,-2.44568,-0.9514515,"keratin 80","231849_at",1.66e-06,1.18e-07,-7.2446397,7.57293,-1.53852925,"keratin 80"
"408","KRT9","ILMN_1792568",0.01453172,0.00195,3.3803276,-1.57396,2.2640846,"keratin 9","208188_at",0.0123,0.00481,-3.0875466,-2.89287,-0.71013491,"keratin 9"
"409","LACTB","ILMN_1703335",0.02799904,0.00498,3.0206089,-2.44115,0.8041302,"lactamase beta","226354_at",9.84e-05,1.65e-05,5.2864145,2.644566,0.64001143,"lactamase beta"
"410","LAD1","ILMN_1701581",0.00121642,4.93e-05,-4.6999634,1.89852,-0.6171894,"ladinin 1","216641_s_at",0.000272,5.49e-05,-4.8281693,1.457303,-0.83179076,"ladinin 1"
"411","LAMA3","ILMN_1688892",0.00395554,0.000292,4.0738052,0.20931,0.6932783,"laminin subunit alpha 3","203726_s_at",4.56e-05,6.61e-06,-5.6400993,3.557333,-0.97587392,"laminin subunit alpha 3"
"412","LAMB4","ILMN_1792301",0.00075551,2.39e-05,4.9513654,2.58794,1.3866809,"laminin subunit beta 4","216622_at",1.23e-06,8.08e-08,-7.4025692,7.952843,-1.47547275,"laminin subunit beta 4"
"413","LAP3","ILMN_1683792",0.00404417,0.000302,4.0618175,0.17754,0.9027078,"leucine aminopeptidase 3","217933_s_at",8.5e-09,1.23e-10,10.3450019,14.421635,1.04681246,"leucine aminopeptidase 3"
"414","LARP7","ILMN_2392717",0.0004865,1.16e-05,5.2022372,3.27897,3.2398133,"La ribonucleoprotein domain family member 7","241385_at",0.00467,0.00156,-3.5393147,-1.816208,-0.65921462,"La ribonucleoprotein domain family member 7"
"415","LGALS3BP","ILMN_1659688",0.00238535,0.00014,-4.3350822,0.9078,-1.060257,"galectin 3 binding protein","200923_at",1.7e-07,6.6e-09,8.479836,10.457189,1.1992605,"galectin 3 binding protein"
"416","LGI3","ILMN_1737162",0.00292529,0.000189,-4.2280442,0.62033,-2.5530397,"leucine rich repeat LGI family member 3","238061_at",1.02e-05,1.1e-06,-6.3433989,5.348502,-0.70741099,"leucine rich repeat LGI family member 3"
"417","LIMA1","ILMN_1704369",0.00141571,6.21e-05,4.6190494,1.67762,0.9995065,"LIM domain and actin binding 1","222456_s_at",0.00456,0.00152,-3.5503406,-1.789253,-0.59709305,"LIM domain and actin binding 1"
"418","LIMCH1","ILMN_2139761",0.00884468,0.000948,3.6481244,-0.90009,0.8417959,"LIM and calponin homology domains 1","232457_at",1.71e-05,2.05e-06,-6.0956533,4.722117,-0.66110233,"LIM and calponin homology domains 1"
"419","LIME1","ILMN_2183687",0.01703692,0.00248,-3.2901344,-1.79582,-0.8124629,"Lck interacting transmembrane adaptor 1","219541_at",3.2e-05,4.35e-06,5.8022374,3.97358,0.74602233,"Lck interacting transmembrane adaptor 1"
"420","LINC01315","ILMN_1865056",0.00750115,0.000744,3.7365887,-0.67303,0.7219707,"long intergenic non-protein coding RNA 1315","229930_at",4.81e-06,4.41e-07,-6.7068787,6.25658,-1.01346597,"long intergenic non-protein coding RNA 1315"
"421","LOC100505664","ILMN_1856484",0.02436143,0.00409,3.0974914,-2.25994,1.0114815,"uncharacterized LOC100505664","231089_at",1.79e-05,2.17e-06,-6.0738158,4.666643,-1.9877687,"uncharacterized LOC100505664"
"422","LPAR1","ILMN_1701441",0.0269822,0.00472,3.0415054,-2.39213,0.7993056,"lysophosphatidic acid receptor 1","204038_s_at",0.00147,0.000399,4.0697132,-0.492768,0.63561637,"lysophosphatidic acid receptor 1"
"423","LRG1","ILMN_1805228",0.03528456,0.00688,-2.8926322,-2.73729,-0.9888964,"leucine rich alpha-2-glycoprotein 1","228648_at",0.0358,0.017,2.5520301,-4.077225,1.0755858,"leucine rich alpha-2-glycoprotein 1"
"424","LRP10","ILMN_1670272",0.02066991,0.00324,-3.187364,-2.04514,-0.892868,"LDL receptor related protein 10","227252_at",0.000113,1.95e-05,-5.2238471,2.482612,-0.6134802,"LDL receptor related protein 10"
"425","LRRC15","ILMN_1709717",0.02051005,0.0032,-3.1919326,-2.03414,-0.6874917,"leucine rich repeat containing 15","213909_at",1.92e-08,3.7e-10,9.8083992,13.328998,1.90343897,"leucine rich repeat containing 15"
"426","LRRC8D","ILMN_1763409",0.01116553,0.00134,3.5208933,-1.22291,0.8620351,"leucine rich repeat containing 8 family member D","218684_at",1.14e-06,7.3e-08,7.4449906,8.054354,0.63342636,"leucine rich repeat containing 8 family member D"
"427","LSS","ILMN_1715024",0.01375815,0.00181,-3.4078935,-1.50561,-0.8332417,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)","211018_at",2.47e-06,1.95e-07,-7.0388212,7.073175,-0.88232134,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)"
"428","LTB4R","ILMN_1747251",0.01921826,0.00292,-3.2278733,-1.94732,-0.8485531,"leukotriene B4 receptor","210128_s_at",0.0294,0.0135,-2.6537421,-3.861663,-0.64939727,"leukotriene B4 receptor"
"429","LTBP4","ILMN_1665219",0.0091213,0.000996,-3.6298924,-0.94663,-0.824274,"latent transforming growth factor beta binding protein 4","204442_x_at",5.43e-06,5.1e-07,-6.6487857,6.112384,-0.84935657,"latent transforming growth factor beta binding protein 4"
"430","LTN1","ILMN_1760360",0.01122205,0.00135,3.5185583,-1.22879,0.9909094,"listerin E3 ubiquitin protein ligase 1","233818_at",0.000103,1.74e-05,-5.2669221,2.594121,-0.85858305,"listerin E3 ubiquitin protein ligase 1"
"431","LUC7L","ILMN_1765371",0.03783426,0.00755,2.8556028,-2.82163,0.5941107,"LUC7 like","1557066_at",0.00951,0.00358,-3.2079406,-2.611773,-0.78633618,"LUC7 like"
"432","LUC7L3","ILMN_2299072",0.00474218,0.000381,3.9789038,-0.04144,1.4228132,"LUC7 like 3 pre-mRNA splicing factor","241792_x_at",2.89e-05,3.85e-06,-5.8492407,4.093926,-0.69995039,"LUC7 like 3 pre-mRNA splicing factor"
"433","LXN","ILMN_1723962",3.432e-05,1.37e-07,6.7546688,7.5244,1.7823255,"latexin","218729_at",6.12e-05,9.4e-06,5.5039313,3.206584,0.97352663,"latexin"
"434","LY96","ILMN_1724533",0.00152053,6.91e-05,4.5816487,1.57572,1.1136603,"lymphocyte antigen 96","206584_at",1.54e-11,4.52e-15,16.3596976,24.412801,1.66178168,"lymphocyte antigen 96"
"435","LYAR","ILMN_1764362",6.879e-05,5.27e-07,6.2775201,6.23463,1.8227289,"Ly1 antibody reactive","223414_s_at",2.17e-06,1.67e-07,7.1032331,7.230131,0.66241706,"Ly1 antibody reactive"
"436","LYNX1","ILMN_1722670",0.04090837,0.00841,-2.8122492,-2.91958,-0.7463808,"Ly6/neurotoxin 1","226305_at",0.000138,2.47e-05,-5.1324939,2.24599,-1.02148283,"Ly6/neurotoxin 1"
"437","LYRM5","ILMN_1744534",0.00706789,0.000687,3.7656211,-0.59807,0.955075,"LYR motif containing 5","231640_at",0.00132,0.000351,-4.1190424,-0.367428,-0.70274685,"LYR motif containing 5"
"438","LYZ","ILMN_1815205",0.00205459,0.000111,4.4160892,1.12643,1.348751,"lysozyme","1555745_a_at",5.7e-06,5.4e-07,6.6255449,6.054594,2.35344604,"lysozyme"
"439","MACROD1","ILMN_1740960",0.02004549,0.00309,-3.2050137,-2.0026,-0.7517425,"MACRO domain containing 1","219188_s_at",0.000152,2.78e-05,-5.0883029,2.131479,-0.59368669,"MACRO domain containing 1"
