"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.VL","adj.P.Val.VL","P.Value.VL","t.VL","B.VL","logFC.VL","Gene.title.VL"
"581","MSH3","210947_s_at",5.05e-11,6.68e-12,7.39,16.1535645,0.768,"mutS homolog 3","ILMN_1719471",0.00466563,0.00037,3.98861,-0.01587,1.3135257,"mutS homolog 3"
"582","MTDH","227277_at",2.58e-06,5.92e-07,-5.19,5.0043404,-0.585,"metadherin","ILMN_1810838",0.04305641,0.00902,2.7835498,-2.98394,0.9253264,"metadherin"
"583","MTFMT","235689_at",1.81e-06,4.07e-07,5.27,5.3674632,0.683,"mitochondrial methionyl-tRNA formyltransferase","ILMN_1672884",0.00423276,0.000322,4.0382538,0.11517,0.6515995,"mitochondrial methionyl-tRNA formyltransferase"
"584","MTHFD2","201761_at",1.7e-16,1.23e-17,9.58,29.2091251,0.716,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase","ILMN_1674706",0.01080056,0.00127,3.5391045,-1.17699,0.6707065,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"585","MTO1","224430_s_at",1e-24,2.91e-26,12.7,48.932995,1.48,"mitochondrial tRNA translation optimization 1","ILMN_2380740",0.0156034,0.00218,3.3375113,-1.67963,0.8440338,"mitochondrial tRNA translation optimization 1"
"586","MTUS1","212093_s_at",1.77e-05,4.5e-06,-4.74,3.0443033,-0.605,"microtubule associated tumor suppressor 1","ILMN_2346727",0.0247481,0.00419,3.0877717,-2.28298,1.1300195,"microtubule associated tumor suppressor 1"
"587","MVB12A","227864_s_at",1.98e-13,2.01e-14,8.38,21.8820257,0.678,"multivesicular body subunit 12A","ILMN_2121207",0.02033368,0.00316,-3.1964357,-2.02329,-0.8415452,"multivesicular body subunit 12A"
"588","MYH14","219946_x_at",2.75e-22,1.03e-23,-11.8,43.1031797,-1.71,"myosin, heavy chain 14, non-muscle","ILMN_2392370",0.00027504,4.72e-06,-5.5136902,4.1383,-0.9322224,"myosin, heavy chain 14, non-muscle"
"589","MYNN","224206_x_at",1.4e-10,1.95e-11,7.2,15.0986637,0.642,"myoneurin","ILMN_1672287",0.00111829,4.31e-05,4.7463621,2.02543,1.0222897,"myoneurin"
"590","MYO1B","212365_at",5.66e-37,4.07e-39,17.3,78.3833859,2.74,"myosin IB","ILMN_2093027",0.00850503,0.000896,3.6687261,-0.84739,0.8350216,"myosin IB"
"591","MYO1C","32811_at",0.000126,3.57e-05,-4.25,1.0562659,-0.631,"myosin IC","ILMN_2329165",0.00128634,5.38e-05,-4.6695178,1.81533,-0.7851963,"myosin IC"
"592","MYO5A","204527_at",1.69e-50,2.2e-53,22.8,111.0396896,1.96,"myosin VA","ILMN_1698225",0.00282125,0.00018,4.2460767,0.66864,1.0600667,"myosin VA"
"593","MYRFL","1556267_at",3.46e-08,6.35e-09,-6.12,9.4205367,-0.95,"myelin regulatory factor-like","ILMN_1787199",0.00044235,1.01e-05,5.2492123,3.40855,0.997608,"myelin regulatory factor-like"
"594","N4BP1","204601_at",5.2e-47,1.13e-49,21.3,102.5508987,2.55,"NEDD4 binding protein 1","ILMN_2201966",0.03107803,0.0058,-2.9608132,-2.5804,-0.6970023,"NEDD4 binding protein 1"
"595","N4BP2L2","1565743_at",4.16e-10,6.14e-11,-6.99,13.9702679,-0.62,"NEDD4 binding protein 2 like 2","ILMN_1737561",0.00985508,0.00112,3.5876332,-1.05414,1.784281,"NEDD4 binding protein 2 like 2"
"596","N6AMT1","234698_at",6.32e-06,1.52e-06,-4.99,4.0919836,-0.595,"N-6 adenine-specific DNA methyltransferase 1 (putative)","ILMN_1701077",0.00043703,9.98e-06,5.254161,3.4222,0.880097,"N-6 adenine-specific DNA methyltransferase 1 (putative)"
"597","NAPG","210048_at",5.7e-38,3.67e-40,17.6,80.7764801,2.59,"NSF attachment protein gamma","ILMN_1788268",0.02429362,0.00408,3.0988156,-2.25679,0.7895208,"NSF attachment protein gamma"
"598","NAPRT","226707_at",7.4e-14,7.14e-15,8.55,22.9066544,0.771,"nicotinate phosphoribosyltransferase","ILMN_1710752",0.00789206,0.000803,-3.7086664,-0.74491,-0.8516213,"nicotinate phosphoribosyltransferase"
"599","NASP","201970_s_at",1.24e-09,1.93e-10,6.78,12.8464053,0.605,"nuclear autoantigenic sperm protein","ILMN_2348975",0.01512637,0.00208,3.355582,-1.6351,0.6003221,"nuclear autoantigenic sperm protein"
"600","NCAPH2","40640_at",8.22e-37,5.94e-39,17.2,78.0069261,2.46,"non-SMC condensin II complex subunit H2","ILMN_1715908",0.00517139,0.000433,-3.932542,-0.16329,-0.6198589,"non-SMC condensin II complex subunit H2"
"601","NCBP1","209520_s_at",1.93e-20,8.92e-22,11.1,38.6654667,1.37,"nuclear cap binding protein subunit 1","ILMN_1777528",0.01589841,0.00225,3.3264258,-1.70688,0.7233898,"nuclear cap binding protein subunit 1"
"602","NCBP2","201521_s_at",7.84e-30,1.23e-31,14.6,61.2429241,1.96,"nuclear cap binding protein subunit 2","ILMN_2412564",0.00014826,1.93e-06,5.8249427,4.99571,0.6835964,"nuclear cap binding protein subunit 2"
"603","NCK1","204725_s_at",6.13e-12,7.3e-13,7.77,18.3365487,1.11,"NCK adaptor protein 1","ILMN_1698001",0.03508175,0.00683,2.8955454,-2.73063,0.9013814,"NCK adaptor protein 1"
"604","NCOA7","225344_at",3.13e-30,4.66e-32,14.7,62.2080246,1.19,"nuclear receptor coactivator 7","ILMN_1687768",0.04823107,0.0105,2.720897,-3.12306,1.1332613,"nuclear receptor coactivator 7"
"605","NCS1","222570_at",4.96e-07,1.04e-07,-5.56,6.6887527,-1.16,"neuronal calcium sensor 1","ILMN_1756784",0.01634997,0.00234,-3.3114618,-1.74361,-0.6320612,"neuronal calcium sensor 1"
"606","NDC80","204162_at",3.76e-35,3.28e-37,16.6,74.015691,3.05,"NDC80, kinetochore complex component","ILMN_1664511",0.02329367,0.00384,3.1217211,-2.20233,1.505632,"NDC80, kinetochore complex component"
"607","NDE1","230219_at",1.5e-11,1.86e-12,7.61,17.4110393,0.944,"nudE neurodevelopment protein 1","ILMN_1739805",0.03842632,0.00771,-2.8472647,-2.84054,-0.8379053,"nudE neurodevelopment protein 1"
"608","NDST1","1554010_at",1.01e-13,9.88e-15,8.5,22.5856746,0.906,"N-deacetylase and N-sulfotransferase 1","ILMN_1807283",0.02901812,0.00525,-2.9995968,-2.49025,-0.7986398,"N-deacetylase and N-sulfotransferase 1"
"609","NDUFAF2","228355_s_at",1.17e-26,2.73e-28,13.4,53.5788003,0.846,"NADH:ubiquinone oxidoreductase complex assembly factor 2","ILMN_1682857",1.15e-06,5.74e-11,9.7004519,14.86766,2.1669831,"NADH:ubiquinone oxidoreductase complex assembly factor 2"
"610","NDUFAF4","219006_at",3.46e-16,2.58e-17,9.46,28.4735691,0.938,"NADH:ubiquinone oxidoreductase complex assembly factor 4","ILMN_2205350",0.03403437,0.00655,2.9121025,-2.6927,1.9963218,"NADH:ubiquinone oxidoreductase complex assembly factor 4"
"611","NECTIN1","211846_s_at",2.36e-12,2.67e-13,7.94,19.3267941,1.27,"nectin cell adhesion molecule 1","ILMN_1744815",0.03370358,0.00647,-2.9173787,-2.68058,-0.7238673,"nectin cell adhesion molecule 1"
"612","NECTIN2","232079_s_at",5.23e-09,8.71e-10,6.5,11.3660049,0.847,"nectin cell adhesion molecule 2","ILMN_2337336",0.00345604,0.000241,-4.1413525,0.38881,-0.7312585,"nectin cell adhesion molecule 2"
"613","NEDD4","213012_at",9.52e-11,1.31e-11,7.27,15.4939817,0.763,"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase","ILMN_1703140",0.00314697,0.000212,4.1882684,0.51395,0.9309614,"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase"
"614","NEK1","213328_at",2.5e-09,4.03e-10,-6.64,12.1220922,-0.7,"NIMA related kinase 1","ILMN_2162234",0.00673376,0.000639,3.792058,-0.52964,1.3029838,"NIMA related kinase 1"
"615","NEK2","204641_at",6.69e-28,1.34e-29,13.8,56.5780257,1.98,"NIMA related kinase 2","ILMN_2051373",0.02248036,0.00365,3.1420503,-2.15383,1.2371528,"NIMA related kinase 2"
"616","NFIC","213298_at",5.44e-14,5.15e-15,-8.6,23.2301681,-0.954,"nuclear factor I C","ILMN_1814402",0.00969111,0.00109,-3.596856,-1.03072,-0.6465621,"nuclear factor I C"
"617","NFIX","229834_at",6.83e-05,1.87e-05,-4.4,1.6723786,-0.628,"nuclear factor I X","ILMN_1694325",0.01443615,0.00193,-3.3832267,-1.56678,-1.0373865,"nuclear factor I X"
"618","NFXL1","227220_at",2.93e-14,2.69e-15,8.71,23.87091,0.758,"nuclear transcription factor, X-box binding like 1","ILMN_1682197",0.01457115,0.00196,3.3776687,-1.58054,1.0784585,"nuclear transcription factor, X-box binding like 1"
"619","NGDN","216263_s_at",8.63e-13,9.34e-14,-8.12,20.3658951,-0.708,"neuroguidin","ILMN_2324998",0.04030674,0.00826,2.8195087,-2.90324,0.7962558,"neuroguidin"
"620","NHS","242800_at",1.31e-14,1.16e-15,-8.85,24.7075653,-1.13,"NHS actin remodeling regulator","ILMN_1715864",0.02456925,0.00414,3.0923656,-2.27209,0.7616599,"NHS actin remodeling regulator"
"621","NIN","224304_x_at",1e-12,1.09e-13,8.09,20.2117275,0.745,"ninein","ILMN_1724753",0.00176294,8.78e-05,4.4979509,1.3482,1.3041999,"ninein"
"622","NINJ1","203045_at",6.56e-15,5.6e-16,-8.97,25.4248362,-1.07,"ninjurin 1","ILMN_1815086",0.01126564,0.00136,-3.5157377,-1.2359,-0.9671981,"ninjurin 1"
"623","NIPAL4","230188_at",2.55e-32,2.96e-34,15.5,67.2444141,1.64,"NIPA like domain containing 4","ILMN_1713638",0.02073562,0.00325,-3.186023,-2.04837,-0.9145045,"NIPA like domain containing 4"
"624","NIPBL","213918_s_at",3.33e-16,2.48e-17,9.47,28.512539,0.982,"NIPBL, cohesin loading factor","ILMN_2264625",0.00401116,0.000298,4.0659503,0.18849,1.1724906,"NIPBL, cohesin loading factor"
"625","NKIRAS2","222105_s_at",1.2e-25,3.09e-27,13,51.1648886,0.95,"NFKB inhibitor interacting Ras like 2","ILMN_1653404",0.02831808,0.00505,-3.0151765,-2.45386,-0.6039684,"NFKB inhibitor interacting Ras like 2"
"626","NKTR","231235_at",2.94e-06,6.79e-07,-5.16,4.8703742,-0.602,"natural killer cell triggering receptor","ILMN_1721621",0.00885524,0.00095,3.6473459,-0.90208,1.4662452,"natural killer cell triggering receptor"
"627","NLRX1","219680_at",3.66e-43,1.27e-45,19.7,93.281428,2.4,"NLR family member X1","ILMN_1698752",0.00195418,0.000104,-4.4385745,1.18726,-0.7175653,"NLR family member X1"
"628","NMI","203964_at",1.9e-38,1.15e-40,17.8,81.9306479,1.14,"N-myc and STAT interactor","ILMN_1739541",0.00792088,0.000808,3.7066218,-0.75017,0.9702025,"N-myc and STAT interactor"
"629","NMT2","215069_at",1.1e-06,2.42e-07,-5.38,5.8722727,-0.743,"N-myristoyltransferase 2","ILMN_1656378",0.03144883,0.00589,2.9546359,-2.5947,0.6640085,"N-myristoyltransferase 2"
"630","NOC4L","218860_at",1.16e-07,2.25e-08,5.87,8.1842288,0.606,"nucleolar complex associated 4 homolog","ILMN_1733107",0.00114027,4.41e-05,-4.7386889,2.00443,-0.769861,"nucleolar complex associated 4 homolog"
"631","NOL3","1558738_at",1.25e-22,4.49e-24,-11.9,43.9234196,-1.68,"nucleolar protein 3","ILMN_1813925",0.02760731,0.00487,-3.0291042,-2.42124,-0.7095798,"nucleolar protein 3"
"632","NOL6","218199_s_at",6.61e-15,5.65e-16,8.97,25.4156271,0.937,"nucleolar protein 6","ILMN_2320250",0.03916417,0.00794,-2.8353728,-2.86745,-0.6659346,"nucleolar protein 6"
"633","NPM1","221923_s_at",2.63e-31,3.45e-33,15.1,64.7983331,0.851,"nucleophosmin","ILMN_1678775",0.00222985,0.000126,4.372109,1.00763,1.3348471,"nucleophosmin"
"634","NPRL3","210672_s_at",1.21e-10,1.68e-11,7.22,15.2459519,0.905,"NPR3 like, GATOR1 complex subunit","ILMN_2369580",0.00740203,0.000727,-3.7449219,-0.65153,-0.8185595,"NPR3 like, GATOR1 complex subunit"
"635","NR2C1","210530_s_at",0.0154,0.00611,2.78,-3.7567123,0.623,"nuclear receptor subfamily 2 group C member 1","ILMN_1728983",0.03262943,0.00619,2.9345886,-2.64098,0.812766,"nuclear receptor subfamily 2 group C member 1"
"636","NRBF2","223650_s_at",5.93e-22,2.31e-23,11.6,42.2958829,2.32,"nuclear receptor binding factor 2","ILMN_1719344",0.02647661,0.0046,3.051576,-2.36845,0.8409105,"nuclear receptor binding factor 2"
"637","NT5DC1","223177_at",5.94e-23,2.06e-24,12,44.6982028,0.818,"5'-nucleotidase domain containing 1","ILMN_1680673",0.0217643,0.00349,3.1593661,-2.11239,0.7460752,"5'-nucleotidase domain containing 1"
"638","NUDCD2","1558124_at",7.16e-10,1.09e-10,-6.89,13.4081653,-0.746,"NudC domain containing 2","ILMN_1751589",0.00556677,0.000484,3.8921711,-0.26902,0.7661448,"NudC domain containing 2"
"639","NUDT15","219347_at",1.27e-23,4.14e-25,12.3,46.2939927,0.749,"nudix hydrolase 15","ILMN_2172202",0.04598611,0.00988,2.7465229,-3.06639,0.7077886,"nudix hydrolase 15"
"640","NUDT21","213461_at",2.92e-14,2.67e-15,8.71,23.8777329,0.915,"nudix hydrolase 21","ILMN_1798886",0.03580861,0.00701,2.8855202,-2.75354,0.7384635,"nudix hydrolase 21"
"641","NUDT5","223100_s_at",5.12e-31,6.97e-33,15,64.0987865,1.17,"nudix hydrolase 5","ILMN_1711314",0.00292529,0.000189,4.2278176,0.61972,1.098563,"nudix hydrolase 5"
"642","NUMA1","214250_at",5.46e-20,2.67e-21,-10.9,37.5769153,-1.24,"nuclear mitotic apparatus protein 1","ILMN_2160005",0.0139303,0.00184,-3.4011099,-1.52245,-0.953387,"nuclear mitotic apparatus protein 1"
"643","NUP37","218622_at",2.75e-15,2.26e-16,9.12,26.3246027,0.917,"nucleoporin 37","ILMN_1771903",0.00647205,0.000604,3.812185,-0.47743,0.8513286,"nucleoporin 37"
"644","NUP50","218295_s_at",2.04e-31,2.65e-33,15.2,65.0605295,2.77,"nucleoporin 50","ILMN_1725612",0.0461226,0.00992,2.7447449,-3.07033,0.5871906,"nucleoporin 50"
"645","NUP62CL","220520_s_at",7.28e-18,4.47e-19,10.1,32.4946313,0.705,"nucleoporin 62 C-terminal like","ILMN_1756550",0.00548655,0.000476,3.8988481,-0.25155,0.7432731,"nucleoporin 62 C-terminal like"
"646","NUP88","202900_s_at",3.02e-25,8.15e-27,12.9,50.19911,0.638,"nucleoporin 88","ILMN_1734826",0.00815074,0.000844,3.6905739,-0.79139,0.9265333,"nucleoporin 88"
"647","NUPR1","209230_s_at",1.45e-12,1.61e-13,-8.03,19.8291412,-0.708,"nuclear protein 1, transcriptional regulator","ILMN_1810560",0.00933966,0.00103,3.6166995,-0.98025,0.9082908,"nuclear protein 1, transcriptional regulator"
"648","NUSAP1","219978_s_at",1.24e-13,1.23e-14,8.46,22.369208,1.54,"nucleolar and spindle associated protein 1","ILMN_1726720",0.00031556,5.74e-06,5.4455332,3.95026,1.3191854,"nucleolar and spindle associated protein 1"
"649","OARD1","238860_at",1.63e-16,1.18e-17,-9.59,29.2515483,-0.772,"O-acyl-ADP-ribose deacylase 1","ILMN_1804834",0.04645546,0.01,2.7406235,-3.07947,0.7247092,"O-acyl-ADP-ribose deacylase 1"
"650","OAS1","205552_s_at",2.11e-44,6.38e-47,20.2,96.2555378,4.8,"2'-5'-oligoadenylate synthetase 1","ILMN_2410826",0.00324477,0.00022,4.1745368,0.47729,1.2061049,"2'-5'-oligoadenylate synthetase 1"
"651","OAS2","204972_at",6.42e-46,1.6e-48,20.8,99.9208459,4.46,"2'-5'-oligoadenylate synthetase 2","ILMN_1674063",0.00058694,1.58e-05,5.0950289,2.98342,1.8368148,"2'-5'-oligoadenylate synthetase 2"
"652","OFD1","241751_at",2.49e-12,2.83e-13,-7.93,19.2699511,-0.768,"OFD1, centriole and centriolar satellite protein","ILMN_1785266",0.00309052,0.000207,4.1967919,0.53673,1.0015174,"OFD1, centriole and centriolar satellite protein"
"653","OGDH","201282_at",0.00136,0.00045,3.58,-1.3441913,0.627,"oxoglutarate dehydrogenase","ILMN_1733869",0.00886799,0.000954,-3.6456285,-0.90646,-0.9036922,"oxoglutarate dehydrogenase"
"654","OIP5","213599_at",4.3e-25,1.19e-26,12.8,49.8256037,1.59,"Opa interacting protein 5","ILMN_2196984",0.00090728,3.15e-05,4.856126,2.3263,0.8166493,"Opa interacting protein 5"
"655","OLFM2","223601_at",1.11e-15,8.79e-17,-9.27,27.2591127,-0.975,"olfactomedin 2","ILMN_2110271",0.01771024,0.00261,-3.2695202,-1.84614,-0.6096489,"olfactomedin 2"
"656","ORC5","211212_s_at",2.02e-15,1.63e-16,9.17,26.6462167,1.01,"origin recognition complex subunit 5","ILMN_1705093",0.02417959,0.00405,3.1015905,-2.25021,0.6434824,"origin recognition complex subunit 5"
"657","ORC6","219105_x_at",1.04e-09,1.6e-10,6.81,13.029464,0.769,"origin recognition complex subunit 6","ILMN_1731070",0.00684635,0.000656,3.7825011,-0.5544,0.9150481,"origin recognition complex subunit 6"
"658","OSBPL8","228986_at",9.55e-11,1.31e-11,-7.27,15.490931,-0.823,"oxysterol binding protein like 8","ILMN_2405078",0.00634024,0.000585,3.8239919,-0.44676,0.9254779,"oxysterol binding protein like 8"
"659","OVGP1","205432_at",7.19e-06,1.74e-06,-4.96,3.9602041,-1.16,"oviductal glycoprotein 1","ILMN_1734542",0.01045675,0.00121,3.557213,-1.13123,0.7515609,"oviductal glycoprotein 1"
"660","OXCT1","202780_at",6.3e-17,4.33e-18,9.75,30.2417055,0.661,"3-oxoacid CoA-transferase 1","ILMN_1813544",0.03498175,0.00681,2.8969908,-2.72732,0.8038946,"3-oxoacid CoA-transferase 1"
"661","P2RY2","206277_at",5.14e-20,2.51e-21,10.9,37.6377495,1.33,"purinergic receptor P2Y2","ILMN_2372915",0.00178581,9.02e-05,-4.4886843,1.32306,-0.9529364,"purinergic receptor P2Y2"
"662","PAK1IP1","218886_at",9.38e-23,3.33e-24,11.9,44.2206112,0.782,"PAK1 interacting protein 1","ILMN_1726064",5.747e-05,3.75e-07,6.397584,6.56101,1.7326551,"PAK1 interacting protein 1"
"663","PAK6","219461_at",1.1e-18,6.24e-20,10.4,34.4479338,1.01,"p21 (RAC1) activated kinase 6","ILMN_1708223",0.01940954,0.00295,-3.2233348,-1.95831,-0.7869991,"p21 (RAC1) activated kinase 6"
"664","PALM","203859_s_at",1.21e-16,8.61e-18,-9.64,29.5605335,-0.992,"paralemmin","ILMN_2387214",2.622e-05,7.7e-08,-6.9595628,8.07159,-1.53485,"paralemmin"
"665","PAOX","238333_s_at",9.76e-10,1.5e-10,6.83,13.0908702,2.26,"polyamine oxidase (exo-N4-amino)","ILMN_1765116",0.00255716,0.000154,-4.299571,0.81224,-0.5934306,"polyamine oxidase (exo-N4-amino)"
"666","PAPD4","1556277_a_at",3.78e-11,4.92e-12,-7.44,16.4541403,-0.914,"poly(A) RNA polymerase D4, non-canonical","ILMN_1681845",0.03385459,0.00651,2.9148639,-2.68636,0.8213147,"poly(A) RNA polymerase D4, non-canonical"
"667","PAPOLA","228569_at",3.26e-25,8.85e-27,-12.8,50.1166807,-0.722,"poly(A) polymerase alpha","ILMN_1798354",0.0443591,0.00939,2.767205,-3.02042,0.6849177,"poly(A) polymerase alpha"
"668","PARP14","224701_at",1.4e-28,2.57e-30,14.1,58.2190309,0.929,"poly(ADP-ribose) polymerase family member 14","ILMN_1691731",0.00530461,0.000453,3.9159879,-0.20668,0.9792602,"poly(ADP-ribose) polymerase family member 14"
"669","PAWR","204005_s_at",5.12e-24,1.59e-25,12.4,47.2416099,0.994,"pro-apoptotic WT1 regulator","ILMN_1806907",0.0068747,0.000662,3.7792446,-0.56283,1.2618564,"pro-apoptotic WT1 regulator"
"670","PBK","219148_at",3.15e-35,2.71e-37,16.6,74.205548,2.71,"PDZ binding kinase","ILMN_1673673",0.00114488,4.47e-05,4.7337926,1.99103,1.5388329,"PDZ binding kinase"
"671","PCGF6","224326_s_at",1.71e-09,2.7e-10,6.72,12.5145997,0.677,"polycomb group ring finger 6","ILMN_1656574",0.00466738,0.000371,3.9881759,-0.01702,0.9076419,"polycomb group ring finger 6"
"672","PCM1","228905_at",4.66e-22,1.79e-23,-11.7,42.5489924,-0.744,"pericentriolar material 1","ILMN_2042595",0.00052345,1.3e-05,5.1613167,3.16613,1.7566257,"pericentriolar material 1"
"673","PCNA","201202_at",3.69e-18,2.19e-19,10.2,33.2009003,0.589,"proliferating cell nuclear antigen","ILMN_1694177",0.01747459,0.00257,3.2756838,-1.83111,1.0767511,"proliferating cell nuclear antigen"
"674","PDCD2","213585_s_at",4.47e-13,4.7e-14,8.24,21.0429006,0.747,"programmed cell death 2","ILMN_1758915",0.021668,0.00346,3.1620895,-2.10586,0.6710026,"programmed cell death 2"
"675","PDCD5","219275_at",8.31e-20,4.14e-21,10.8,37.141201,0.981,"programmed cell death 5","ILMN_2228710",3.36e-06,2.34e-09,8.2450133,11.38952,1.8316383,"programmed cell death 5"
"676","PDCD6","203415_at",9.99e-24,3.22e-25,12.3,46.5445194,0.86,"programmed cell death 6","ILMN_1733931",0.03390024,0.00652,2.914182,-2.68792,0.6506291,"programmed cell death 6"
"677","PDCD6IP","222394_at",1.32e-18,7.56e-20,-10.4,34.2581252,-0.836,"programmed cell death 6 interacting protein","ILMN_1693259",0.04520325,0.00964,2.7564714,-3.0443,0.9924059,"programmed cell death 6 interacting protein"
"678","PDE5A","227088_at",5.96e-10,8.97e-11,-6.92,13.5982502,-0.835,"phosphodiesterase 5A","ILMN_1810836",0.01199132,0.00149,3.4814159,-1.32212,0.7341591,"phosphodiesterase 5A"
"679","PDPR","224902_at",0.0018,0.000609,-3.49,-1.6284168,-0.799,"pyruvate dehydrogenase phosphatase regulatory subunit","ILMN_1778013",0.02354437,0.00391,-3.1148969,-2.21858,-0.7071759,"pyruvate dehydrogenase phosphatase regulatory subunit"
"680","PDS5B","215888_at",2.1e-06,4.77e-07,-5.24,5.2128214,-0.841,"PDS5 cohesin associated factor B","ILMN_1746696",0.01579724,0.00222,3.3307046,-1.69637,0.6003449,"PDS5 cohesin associated factor B"
"681","PDSS1","220865_s_at",2.06e-29,3.41e-31,14.4,60.2290631,1.59,"prenyl (decaprenyl) diphosphate synthase, subunit 1","ILMN_1703324",0.02866723,0.00516,3.0067045,-2.47366,0.9804832,"prenyl (decaprenyl) diphosphate synthase, subunit 1"
"682","PDXK","202671_s_at",1.68e-13,1.69e-14,8.41,22.0536727,1.42,"pyridoxal (pyridoxine, vitamin B6) kinase","ILMN_1672504",0.03414256,0.00659,-2.9101537,-2.69717,-0.807629,"pyridoxal (pyridoxine, vitamin B6) kinase"
"683","PDZK1IP1","219630_at",2.61e-27,5.61e-29,13.6,55.1511745,2.08,"PDZK1 interacting protein 1","ILMN_1708580",0.03316741,0.00633,-2.9258095,-2.6612,-0.8053745,"PDZK1 interacting protein 1"
"684","PEG3","209242_at",4.32e-16,3.26e-17,-9.43,28.2427657,-1.21,"paternally expressed 3","ILMN_1675331",0.00086657,2.98e-05,-4.8749427,2.37795,-1.1790115,"paternally expressed 3"
"685","PELI3","235431_s_at",2.85e-07,5.82e-08,-5.68,7.2586185,-0.736,"pellino E3 ubiquitin protein ligase family member 3","ILMN_2176931",0.00845813,0.000889,-3.6717241,-0.83971,-0.5939669,"pellino E3 ubiquitin protein ligase family member 3"
"686","PEX14","1558915_a_at",9.11e-07,1.98e-07,5.43,6.0690885,0.902,"peroxisomal biogenesis factor 14","ILMN_1763634",0.00018686,2.76e-06,-5.6998658,4.6515,-0.8947378,"peroxisomal biogenesis factor 14"
"687","PEX16","221604_s_at",0.00974,0.00372,-2.94,-3.3059906,-0.662,"peroxisomal biogenesis factor 16","ILMN_1701466",0.0065778,0.00062,-3.8028491,-0.50166,-0.8744908,"peroxisomal biogenesis factor 16"
"688","PGAP1","244321_at",4.89e-07,1.03e-07,5.56,6.7049719,0.67,"post-GPI attachment to proteins 1","ILMN_2185665",0.0317555,0.00596,2.9496377,-2.60625,0.9585733,"post-GPI attachment to proteins 1"
"689","PGAP3","221811_at",1.35e-10,1.88e-11,-7.2,15.1368053,-0.589,"post-GPI attachment to proteins 3","ILMN_1805636",0.00220962,0.000123,-4.3784154,1.02465,-1.1199959,"post-GPI attachment to proteins 3"
"690","PGM2","223738_s_at",4.09e-33,4.38e-35,15.8,69.1453573,1.96,"phosphoglucomutase 2","ILMN_1673543",0.02959089,0.00538,2.9901766,-2.51221,1.0067741,"phosphoglucomutase 2"
"691","PHAX","234405_s_at",2.71e-14,2.48e-15,8.72,23.9519567,0.974,"phosphorylated adaptor for RNA export","ILMN_1728074",0.00181422,9.27e-05,4.479033,1.29688,1.3476545,"phosphorylated adaptor for RNA export"
"692","PHF3","217952_x_at",6.52e-18,3.97e-19,-10.1,32.6109324,-0.639,"PHD finger protein 3","ILMN_1798164",0.00100532,3.71e-05,4.7985664,2.16842,1.589448,"PHD finger protein 3"
"693","PHIP","244811_at",9.47e-14,9.24e-15,8.51,22.6512948,0.965,"pleckstrin homology domain interacting protein","ILMN_1788689",0.03781701,0.00754,2.8560416,-2.82064,1.0035557,"pleckstrin homology domain interacting protein"
"694","PHKB","238601_at",6.29e-20,3.1e-21,-10.9,37.4287464,-1.23,"phosphorylase kinase regulatory subunit beta","ILMN_1800447",0.01004187,0.00115,3.5774337,-1.08002,0.7964476,"phosphorylase kinase regulatory subunit beta"
"695","PHLDA3","235534_at",3.81e-11,4.97e-12,7.44,16.4451154,0.852,"pleckstrin homology like domain family A member 3","ILMN_1659106",0.04347318,0.00913,-2.7786733,-2.99484,-0.8346353,"pleckstrin homology like domain family A member 3"
"696","PHYH","203335_at",1.54e-28,2.84e-30,-14.1,58.1203043,-1.07,"phytanoyl-CoA 2-hydroxylase","ILMN_2282352",0.00290086,0.000187,4.2323842,0.63195,0.6577661,"phytanoyl-CoA 2-hydroxylase"
"697","PHYHD1","226846_at",1.12e-26,2.62e-28,-13.4,53.6192335,-1.5,"phytanoyl-CoA dioxygenase domain containing 1","ILMN_2183692",0.00069509,2.07e-05,-5.0010443,2.72461,-0.883283,"phytanoyl-CoA dioxygenase domain containing 1"
"698","PHYHIP","205325_at",7.87e-25,2.25e-26,-12.7,49.1876722,-3.34,"phytanoyl-CoA 2-hydroxylase interacting protein","ILMN_1713387",0.00095931,3.49e-05,-4.8200533,2.22733,-1.1344089,"phytanoyl-CoA 2-hydroxylase interacting protein"
"699","PIAS2","214442_s_at",4.08e-19,2.19e-20,10.6,35.4891572,1.61,"protein inhibitor of activated STAT 2","ILMN_1694799",0.02835497,0.00506,3.0143371,-2.45583,0.6240825,"protein inhibitor of activated STAT 2"
"700","PIK3C2G","215129_at",1.9e-12,2.13e-13,-7.98,19.5517733,-1.38,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma","ILMN_1738993",0.03498175,0.00681,2.8970433,-2.7272,0.8254177,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma"
