"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.AD","adj.P.Val.AD","P.Value.AD","t.AD","B.AD","logFC.AD","Gene.title.AD"
"937","RUNX1T1","228827_at",1.01e-31,1.28e-33,-15.3,65.7897306,-1.01,"RUNX1 translocation partner 1","228827_at",0.357,0.01721484,-2.56,-4.92249,-0.625,"RUNX1 translocation partner 1"
"938","S100A12","205863_at",3.31e-84,6.06e-89,40.6,191.7651815,9.8,"S100 calcium binding protein A12","205863_at",0.448,0.03512121,2.24,-5.5788,2.26,"S100 calcium binding protein A12"
"939","S100A2","204268_at",4.45e-21,1.92e-22,11.3,40.1905398,0.802,"S100 calcium binding protein A2","204268_at",0.184,0.00091905,3.79,-2.1031,0.697,"S100 calcium binding protein A2"
"940","S100A7A","232220_at",1.13e-67,2.47e-71,30.9,151.9540474,8.22,"S100 calcium binding protein A7A","232170_at",0.355,0.01693282,2.57,-4.90709,3.17,"S100 calcium binding protein A7A"
"941","S100B","209686_at",3.09e-09,5.04e-10,-6.6,11.9028016,-0.849,"S100 calcium binding protein B","209686_at",0.392,0.02292858,-2.43,-5.1884,-0.872,"S100 calcium binding protein B"
"942","SAMD9","219691_at",3.11e-58,1.42e-61,26.3,129.7384554,5.1,"sterile alpha motif domain containing 9","228531_at",0.503,0.04910922,2.08,-5.88052,0.919,"sterile alpha motif domain containing 9"
"943","SAMD9L","226603_at",2.66e-23,8.87e-25,12.1,45.5351765,2.33,"sterile alpha motif domain containing 9 like","226603_at",0.381,0.02120857,2.47,-5.11631,0.788,"sterile alpha motif domain containing 9 like"
"944","SAMHD1","204502_at",6.92e-14,6.64e-15,8.56,22.9786776,1.63,"SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1","1559882_at",0.14,0.00034101,4.19,-1.12342,1.46,"SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1"
"945","SAMSN1","220330_s_at",4.84e-28,9.5e-30,13.9,56.917562,3.32,"SAM domain, SH3 domain and nuclear localization signals 1","220330_s_at",0.258,0.00564788,3.05,-3.86804,1.87,"SAM domain, SH3 domain and nuclear localization signals 1"
"946","SBNO2","204166_at",1.91e-25,5.05e-27,12.9,50.6749101,1.78,"strawberry notch homolog 2","204166_at",0.184,0.00095402,3.78,-2.13982,0.776,"strawberry notch homolog 2"
"947","SBSPON","214725_at",9.82e-15,8.53e-16,-8.9,25.008233,-0.803,"somatomedin B and thrombospondin type 1 domain containing","235210_s_at",0.373,0.01981714,-2.5,-5.05342,-0.591,"somatomedin B and thrombospondin type 1 domain containing"
"948","SCARB1","1552256_a_at",4.27e-06,1.01e-06,-5.08,4.4898596,-0.703,"scavenger receptor class B member 1","1552256_a_at",0.307,0.01100384,-2.76,-4.50259,-0.628,"scavenger receptor class B member 1"
"949","SCGB1D2","206799_at",1.73e-12,1.93e-13,-8,19.6466894,-1.99,"secretoglobin family 1D member 2","206799_at",0.38,0.02101349,-2.47,-5.10775,-1.3,"secretoglobin family 1D member 2"
"950","SCGB2A1","205979_at",6.77e-22,2.66e-23,-11.6,42.1567214,-4.5,"secretoglobin family 2A member 1","205979_at",0.448,0.03495056,-2.24,-5.57438,-1.53,"secretoglobin family 2A member 1"
"951","SCGB2A2","206378_at",4.61e-05,1.24e-05,-4.5,2.0716315,-1.1,"secretoglobin family 2A member 2","206378_at",0.428,0.02987707,-2.31,-5.43155,-0.893,"secretoglobin family 2A member 2"
"952","SCGB2B2","237748_at",7.75e-08,1.48e-08,-5.95,8.593723,-1.19,"secretoglobin family 2B member 2","237748_at",0.495,0.04650256,-2.1,-5.83179,-0.898,"secretoglobin family 2B member 2"
"953","SCIN","1552365_at",7.79e-26,1.97e-27,-13.1,51.6123981,-2.54,"scinderin","1552365_at",0.235,0.00308957,-3.3,-3.28687,-1.33,"scinderin"
"954","SCN7A","228504_at",1.43e-22,5.16e-24,-11.9,43.7853427,-2.08,"sodium voltage-gated channel alpha subunit 7","228504_at",0.349,0.01626784,-2.59,-4.8697,-1.69,"sodium voltage-gated channel alpha subunit 7"
"955","SCO2","205241_at",2.72e-37,1.9e-39,17.4,79.1403747,3.17,"SCO2 cytochrome c oxidase assembly protein","205241_at",0.229,0.00281019,3.34,-3.19503,1.19,"SCO2 cytochrome c oxidase assembly protein"
"956","SCUBE3","217600_at",1.58e-09,2.48e-10,-6.73,12.597659,-0.892,"signal peptide, CUB domain and EGF like domain containing 3","228407_at",0.379,0.02083565,-2.48,-5.09988,-1.45,"signal peptide, CUB domain and EGF like domain containing 3"
"957","SEC62","208942_s_at",2.21e-27,4.72e-29,-13.6,55.3231404,-0.73,"SEC62 homolog, preprotein translocation factor","1552790_a_at",0.144,0.00039238,-4.13,-1.2626,-0.643,"SEC62 homolog, preprotein translocation factor"
"958","SEL1L3","212314_at",1.28e-12,1.41e-13,8.05,19.9615201,1.09,"SEL1L family member 3","212314_at",0.428,0.02983481,2.31,-5.43025,0.728,"SEL1L family member 3"
"959","SELE","206211_at",1.18e-12,1.3e-13,8.07,20.0407661,2.37,"selectin E","206211_at",0.167,0.00069027,3.91,-1.82117,3.01,"selectin E"
"960","SELENBP1","214433_s_at",6.77e-21,2.99e-22,-11.2,39.7531019,-1.14,"selenium binding protein 1","214433_s_at",0.256,0.00529268,-3.07,-3.80576,-0.864,"selenium binding protein 1"
"961","SELL","204563_at",7.62e-17,5.31e-18,9.72,30.0406479,1.84,"selectin L","204563_at",0.328,0.01354335,2.67,-4.69808,1.18,"selectin L"
"962","SELP","206049_at",6.4e-06,1.54e-06,4.98,4.0797221,0.961,"selectin P","206049_at",0.318,0.01237849,2.71,-4.61355,0.742,"selectin P"
"963","SELPLG","209879_at",3.24e-08,5.93e-09,6.13,9.4876,0.974,"selectin P ligand","209879_at",0.236,0.00318134,3.29,-3.31521,1.28,"selectin P ligand"
"964","SEMA3G","219689_at",7.2e-18,4.42e-19,-10.1,32.5064281,-1.36,"semaphorin 3G","219689_at",0.26,0.00582742,-3.03,-3.89802,-1.16,"semaphorin 3G"
"965","SEMA4D","228891_at",0.00057,0.000178,3.83,-0.4709819,0.777,"semaphorin 4D","203528_at",0.281,0.00820529,2.89,-4.22455,0.63,"semaphorin 4D"
"966","SEPP1","229620_at",7.32e-10,1.11e-10,-6.88,13.3862617,-0.964,"selenoprotein P, plasma, 1","229620_at",0.244,0.00398599,-3.19,-3.53304,-0.658,"selenoprotein P, plasma, 1"
"967","SEPTIN11","201307_at",6.87e-21,3.04e-22,-11.2,39.7365628,-1,"septin 11","214293_at",0.267,0.00679654,-2.97,-4.0451,-0.654,"septin 11"
"968","SERPINA1","211429_s_at",2.14e-37,1.46e-39,17.4,79.4011566,4.23,"serpin family A member 1","211429_s_at",0.475,0.04148984,2.16,-5.72942,1.03,"serpin family A member 1"
"969","SERPINB1","212268_at",4.7e-41,2e-43,18.9,88.2532621,2.41,"serpin family B member 1","212268_at",0.459,0.03776849,2.2,-5.64463,0.776,"serpin family B member 1"
"970","SERPINB13","216258_s_at",2.13e-73,3.51e-77,33.9,165.2196168,5.97,"serpin family B member 13","216258_s_at",0.351,0.01648583,2.58,-4.88213,2.19,"serpin family B member 13"
"971","SERPINB9","242814_at",1.07e-17,6.7e-19,10,32.0929733,1.36,"serpin family B member 9","209723_at",0.494,0.04635881,2.1,-5.82902,0.682,"serpin family B member 9"
"972","SESTD1","226763_at",9.08e-08,1.75e-08,-5.92,8.4323026,-0.77,"SEC14 and spectrin domain containing 1","226763_at",0.433,0.03090099,-2.3,-5.46232,-0.653,"SEC14 and spectrin domain containing 1"
"973","SFN","209260_at",8.24e-25,2.37e-26,12.7,49.1387346,0.888,"stratifin","209260_at",0.438,0.03188622,2.28,-5.49094,0.904,"stratifin"
"974","SFT2D2","214838_at",2.11e-44,6.36e-47,20.2,96.2593059,3.17,"SFT2 domain containing 2","214838_at",0.4,0.02415792,2.41,-5.23657,0.95,"SFT2 domain containing 2"
"975","SFXN5","226373_at",5.55e-14,5.26e-15,8.6,23.207947,0.654,"sideroflexin 5","232691_at",0.216,0.00234969,3.41,-3.02126,0.897,"sideroflexin 5"
"976","SGK2","220357_s_at",0.000947,0.000306,-3.69,-0.9816432,-0.687,"SGK2, serine/threonine kinase 2","230573_at",0.294,0.0097474,-2.81,-4.38796,-1.98,"SGK2, serine/threonine kinase 2"
"977","SGO2","230165_at",3.48e-22,1.32e-23,11.7,42.8537408,1.2,"shugoshin 2","230165_at",0.331,0.01399147,2.66,-4.72863,0.858,"shugoshin 2"
"978","SH3BGRL2","225354_s_at",5.75e-17,3.93e-18,-9.76,30.3375302,-1.29,"SH3 domain binding glutamate rich protein like 2","225354_s_at",0.403,0.02507203,-2.39,-5.27076,-0.946,"SH3 domain binding glutamate rich protein like 2"
"979","SH3BP2","209371_s_at",0.000209,6.12e-05,-4.11,0.5419405,-0.908,"SH3 domain binding protein 2","211250_s_at",0.169,0.0007249,3.89,-1.86944,0.745,"SH3 domain binding protein 2"
"980","SHROOM3","228400_at",8.04e-08,1.54e-08,-5.95,8.5570774,-0.949,"shroom family member 3","228400_at",0.403,0.02510728,-2.39,-5.27206,-1.37,"shroom family member 3"
"981","SIK2","223430_at",1.14e-14,9.94e-16,-8.87,24.8571528,-0.813,"salt inducible kinase 2","223430_at",0.37,0.01925468,-2.51,-5.02669,-0.627,"salt inducible kinase 2"
"982","SIK3","204157_s_at",3.68e-17,2.46e-18,9.84,30.8038554,1.58,"SIK family kinase 3","204157_s_at",0.329,0.01361777,2.67,-4.70323,0.793,"SIK family kinase 3"
"983","SIPA1L1","237032_x_at",3.05e-25,8.23e-27,12.9,50.1895468,1.74,"signal induced proliferation associated 1 like 1","202254_at",0.236,0.00322851,-3.28,-3.32945,-0.621,"signal induced proliferation associated 1 like 1"
"984","SIX1","228347_at",0.000125,3.57e-05,-4.25,1.0573255,-1.37,"SIX homeobox 1","228347_at",0.268,0.00688775,-2.96,-4.05783,-2.41,"SIX homeobox 1"
"985","SKA2","225686_at",2.88e-44,8.92e-47,20.2,95.9230228,1.75,"spindle and kinetochore associated complex subunit 2","225686_at",0.334,0.01447935,2.64,-4.76076,0.733,"spindle and kinetochore associated complex subunit 2"
"986","SLA","203761_at",2.17e-08,3.91e-09,6.21,9.896636,0.982,"Src-like-adaptor","203761_at",0.258,0.00556707,3.05,-3.85423,0.633,"Src-like-adaptor"
"987","SLAIN1","225619_at",7.5e-23,2.63e-24,-12,44.4553639,-1.35,"SLAIN motif family member 1","225619_at",0.376,0.0201803,-2.49,-5.07026,-0.594,"SLAIN motif family member 1"
"988","SLAMF8","219386_s_at",2.36e-13,2.42e-14,8.35,21.7014875,1.48,"SLAM family member 8","219386_s_at",0.204,0.00172979,3.54,-2.72285,1.52,"SLAM family member 8"
"989","SLC14A1","205856_at",4.22e-19,2.27e-20,-10.6,35.4525117,-2.36,"solute carrier family 14 member 1 (Kidd blood group)","205856_at",0.444,0.03371321,-2.26,-5.54164,-1.74,"solute carrier family 14 member 1 (Kidd blood group)"
"990","SLC16A1","202235_at",1.78e-14,1.59e-15,8.8,24.3947018,1.54,"solute carrier family 16 member 1","202236_s_at",0.456,0.03685344,2.21,-5.62244,1.11,"solute carrier family 16 member 1"
"991","SLC16A14","238029_s_at",1.91e-11,2.4e-12,7.56,17.1606,0.585,"solute carrier family 16 member 14","238029_s_at",0.319,0.01241992,2.71,-4.61669,1.16,"solute carrier family 16 member 14"
"992","SLC16A6","207038_at",1.52e-30,2.17e-32,14.8,62.9676875,2.34,"solute carrier family 16 member 6","230748_at",0.41,0.02643125,2.37,-5.31929,0.791,"solute carrier family 16 member 6"
"993","SLC16A7","207057_at",0.000404,0.000123,-3.93,-0.1231069,-0.934,"solute carrier family 16 member 7","230003_at",0.196,0.00134008,-3.64,-2.47325,-0.825,"solute carrier family 16 member 7"
"994","SLC19A3","239345_at",0.000966,0.000312,3.68,-1.0013341,0.611,"solute carrier family 19 member 3","239345_at",0.444,0.03352333,-2.26,-5.53651,-1.25,"solute carrier family 19 member 3"
"995","SLC25A18","223605_at",2.82e-09,4.56e-10,-6.62,12.0004046,-1.71,"solute carrier family 25 member 18","223605_at",0.438,0.0318481,-2.28,-5.48985,-1.65,"solute carrier family 25 member 18"
"996","SLC25A21-AS1","230307_at",5.85e-17,4e-18,-9.76,30.3202436,-0.966,"SLC25A21 antisense RNA 1","230307_at",0.115,2.883e-05,-5.18,1.34854,-1.28,"SLC25A21 antisense RNA 1"
"997","SLC25A29","225306_s_at",1.1e-06,2.42e-07,-5.38,5.8728888,-0.595,"solute carrier family 25 member 29","225305_at",0.252,0.00474988,-3.12,-3.70185,-0.703,"solute carrier family 25 member 29"
"998","SLC25A35","228836_at",6.02e-05,1.64e-05,-4.44,1.8019612,-0.944,"solute carrier family 25 member 35","228836_at",0.283,0.0084243,-2.88,-4.24959,-0.844,"solute carrier family 25 member 35"
"999","SLC26A3","206143_at",1.4e-05,3.5e-06,-4.8,3.2854804,-1.17,"solute carrier family 26 member 3","206143_at",0.255,0.00516004,-3.09,-3.78141,-2.05,"solute carrier family 26 member 3"
"1000","SLC26A7","239006_at",1.01e-12,1.1e-13,-8.09,20.2030843,-1.49,"solute carrier family 26 member 7","239006_at",0.264,0.00629658,-3,-3.97211,-1.98,"solute carrier family 26 member 7"
"1001","SLC27A2","205769_at",2.94e-08,5.35e-09,-6.15,9.588301,-1.66,"solute carrier family 27 member 2","205769_at",0.41,0.02665978,-2.37,-5.3272,-1.21,"solute carrier family 27 member 2"
"1002","SLC2A1","201249_at",1.99e-33,2.08e-35,15.9,69.8836134,3.34,"solute carrier family 2 member 1","201249_at",0.438,0.03196695,2.28,-5.49324,0.639,"solute carrier family 2 member 1"
"1003","SLC35E4","1568623_a_at",2.45e-35,2.07e-37,16.6,74.4742403,2.28,"solute carrier family 35 member E4","1568623_a_at",0.323,0.0129477,2.69,-4.65583,0.876,"solute carrier family 35 member E4"
"1004","SLC35F6","204962_s_at",2.29e-24,6.86e-26,12.5,48.0812423,1.79,"solute carrier family 35 member F6///centromere protein A","204962_s_at",0.258,0.00565255,3.05,-3.86883,1.49,"solute carrier family 35 member F6///centromere protein A"
"1005","SLC38A10","230448_at",9.84e-16,7.72e-17,9.29,27.3877023,1.34,"solute carrier family 38 member 10","230448_at",0.351,0.01655333,2.58,-4.88594,0.607,"solute carrier family 38 member 10"
"1006","SLC44A3","228221_at",6.68e-13,7.15e-14,-8.17,20.6300193,-1.16,"solute carrier family 44 member 3","228221_at",0.492,0.04558448,-2.11,-5.81393,-0.954,"solute carrier family 44 member 3"
"1007","SLC7A2","225516_at",6.6e-14,6.32e-15,-8.57,23.0275337,-0.714,"solute carrier family 7 member 2","225516_at",0.371,0.01952328,-2.51,-5.03955,-0.596,"solute carrier family 7 member 2"
"1008","SLCO4C1","222071_s_at",1.8e-08,3.21e-09,-6.25,10.0900987,-1.96,"solute carrier organic anion transporter family member 4C1","222071_s_at",0.337,0.01471389,-2.63,-4.77581,-2.28,"solute carrier organic anion transporter family member 4C1"
"1009","SLITRK4","230680_at",5.01e-11,6.62e-12,-7.39,16.1629975,-0.908,"SLIT and NTRK like family member 4","230680_at",0.252,0.0047207,-3.12,-3.69593,-0.895,"SLIT and NTRK like family member 4"
"1010","SLITRK6","232176_at",2.84e-15,2.33e-16,-9.11,26.2918111,-1.1,"SLIT and NTRK like family member 6","232176_at",0.385,0.02173465,-2.46,-5.13898,-0.617,"SLIT and NTRK like family member 6"
"1011","SMAD9","227719_at",3.93e-05,1.04e-05,-4.54,2.233336,-0.658,"SMAD family member 9","227719_at",0.359,0.01766807,-2.55,-4.9467,-0.688,"SMAD family member 9"
"1012","SMC2","204240_s_at",1.9e-30,2.75e-32,14.8,62.7329737,2.16,"structural maintenance of chromosomes 2","204240_s_at",0.498,0.04751923,2.09,-5.85113,0.691,"structural maintenance of chromosomes 2"
"1013","SMC4","201663_s_at",2.8e-29,4.75e-31,14.4,59.8989641,2.25,"structural maintenance of chromosomes 4","201663_s_at",0.448,0.03503308,2.24,-5.57652,0.774,"structural maintenance of chromosomes 4"
"1014","SMOX","210357_s_at",9.64e-40,4.86e-42,18.3,85.0770106,2.56,"spermine oxidase","210357_s_at",0.443,0.03335077,2.26,-5.53182,0.808,"spermine oxidase"
"1015","SNCA","211546_x_at",1.64e-11,2.05e-12,-7.59,17.3192518,-0.627,"synuclein alpha","236081_at",0.394,0.0232959,-2.43,-5.20306,-0.993,"synuclein alpha"
"1016","SNTB1","214708_at",7.69e-06,1.87e-06,-4.94,3.8912536,-0.614,"syntrophin beta 1","226438_at",0.229,0.00268492,-3.36,-3.1508,-0.639,"syntrophin beta 1"
"1017","SNX20","228869_at",1.88e-17,1.21e-18,9.95,31.506437,1.59,"sorting nexin 20","228869_at",0.144,0.00039078,4.14,-1.25855,1.25,"sorting nexin 20"
"1018","SOAT1","228479_at",3.24e-08,5.93e-09,-6.13,9.4880119,-0.787,"sterol O-acyltransferase 1","228479_at",0.335,0.01454967,-2.64,-4.7653,-0.885,"sterol O-acyltransferase 1"
"1019","SOBP","218974_at",3.11e-18,1.83e-19,-10.2,33.3781326,-1.85,"sine oculis binding protein homolog","218974_at",0.377,0.02050339,-2.49,-5.08498,-0.996,"sine oculis binding protein homolog"
"1020","SOCS1","210001_s_at",2.69e-16,1.98e-17,9.51,28.7357493,1.35,"suppressor of cytokine signaling 1","210001_s_at",0.275,0.00757715,2.92,-4.14877,0.805,"suppressor of cytokine signaling 1"
"1021","SOCS3","227697_at",2.73e-19,1.44e-20,10.6,35.9058866,1.31,"suppressor of cytokine signaling 3","227697_at",0.169,0.00070902,3.9,-1.84759,1.95,"suppressor of cytokine signaling 3"
"1022","SORBS1","207436_x_at",1.19e-17,7.46e-19,-10,31.98586,-0.962,"sorbin and SH3 domain containing 1","218087_s_at",0.242,0.00384705,-3.21,-3.49882,-1.25,"sorbin and SH3 domain containing 1"
"1023","SORBS2","233720_at",9.09e-07,1.97e-07,-5.43,6.0714098,-0.7,"sorbin and SH3 domain containing 2","227826_s_at",0.499,0.04755745,-2.09,-5.85185,-0.859,"sorbin and SH3 domain containing 2"
"1024","SORD","230782_at",1.25e-10,1.73e-11,-7.22,15.2174155,-1.15,"sorbitol dehydrogenase","230782_at",0.406,0.02581697,-2.38,-5.29769,-1.12,"sorbitol dehydrogenase"
"1025","SOX7","224013_s_at",2.16e-39,1.14e-41,18.2,84.2278853,2.89,"SRY-box 7","224013_s_at",0.201,0.00148812,3.6,-2.5758,1.04,"SRY-box 7"
"1026","SOX9","202936_s_at",9.02e-14,8.78e-15,-8.52,22.7016422,-0.803,"SRY-box 9","202936_s_at",0.43,0.03031411,-2.31,-5.44481,-0.916,"SRY-box 9"
"1027","SOX9-AS1","230419_at",4.77e-11,6.3e-12,-7.4,16.2120586,-0.888,"SOX9 antisense RNA 1","230419_at",0.451,0.03564933,-2.23,-5.59234,-0.864,"SOX9 antisense RNA 1"
"1028","SP100","210985_s_at",4.45e-16,3.36e-17,9.42,28.2127311,1.43,"SP100 nuclear antigen","210218_s_at",0.385,0.02172734,2.46,-5.13867,0.729,"SP100 nuclear antigen"
"1029","SP110","209762_x_at",5.38e-30,8.29e-32,14.6,61.6361617,1.54,"SP110 nuclear body protein","209762_x_at",0.329,0.01372111,2.67,-4.71032,0.783,"SP110 nuclear body protein"
"1030","SPAG5","203145_at",2.98e-24,9.06e-26,12.5,47.8039988,1.68,"sperm associated antigen 5","203145_at",0.274,0.0074835,2.93,-4.13692,0.762,"sperm associated antigen 5"
"1031","SPATA5L1","222163_s_at",2.59e-22,9.63e-24,11.8,43.1652361,0.939,"spermatogenesis associated 5 like 1","215694_at",0.312,0.01168311,2.74,-4.55909,0.618,"spermatogenesis associated 5 like 1"
"1032","SPC25","209891_at",9.67e-34,9.7e-36,16,70.6450743,2.39,"SPC25, NDC80 kinetochore complex component","209891_at",0.292,0.00930832,2.83,-4.34429,1.42,"SPC25, NDC80 kinetochore complex component"
"1033","SPG20","236600_at",1.62e-17,1.04e-18,-9.98,31.6601939,-1.42,"spastic paraplegia 20 (Troyer syndrome)","236600_at",0.253,0.00480172,-3.12,-3.71228,-0.716,"spastic paraplegia 20 (Troyer syndrome)"
"1034","SPIN3","1554099_a_at",0.000141,4.05e-05,4.22,0.9364413,0.656,"spindlin family member 3","1555882_at",0.473,0.04096888,-2.16,-5.71804,-0.613,"spindlin family member 3"
"1035","SPIRE2","1569723_a_at",0.000383,0.000116,3.95,-0.0694103,0.793,"spire type actin nucleation factor 2","1569723_a_at",0.493,0.04604995,-2.11,-5.82303,-0.75,"spire type actin nucleation factor 2"
"1036","SPOCK2","202524_s_at",5.37e-15,4.55e-16,9,25.6304207,1.3,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2","202524_s_at",0.243,0.00390317,3.2,-3.51279,0.748,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2"
"1037","SPTBN1","242220_at",5.7e-11,7.58e-12,-7.36,16.0285095,-0.884,"spectrin beta, non-erythrocytic 1","226342_at",0.255,0.0051669,-3.08,-3.78268,-0.623,"spectrin beta, non-erythrocytic 1"
"1038","SPTLC2","203127_s_at",6.44e-61,2.35e-64,27.6,136.0767679,4.43,"serine palmitoyltransferase long chain base subunit 2","203127_s_at",0.323,0.01308384,2.69,-4.66566,1.09,"serine palmitoyltransferase long chain base subunit 2"
"1039","SQLE","213562_s_at",2.08e-26,5e-28,13.3,52.9757712,2.07,"squalene epoxidase","1557352_at",0.384,0.02162231,2.46,-5.13419,0.713,"squalene epoxidase"
"1040","SRGN","201858_s_at",6.39e-08,1.21e-08,5.99,8.7912836,1.22,"serglycin","201859_at",0.261,0.00591605,3.03,-3.91247,0.75,"serglycin"
"1041","SSBP2","238484_s_at",1.13e-14,9.87e-16,-8.88,24.8641625,-1.35,"single stranded DNA binding protein 2","238484_s_at",0.139,0.00031069,-4.23,-1.03097,-1.06,"single stranded DNA binding protein 2"
"1042","SSPN","204964_s_at",1.89e-13,1.91e-14,-8.39,21.9331095,-1.3,"sarcospan","204963_at",0.236,0.00336535,-3.26,-3.3696,-0.901,"sarcospan"
"1043","ST14","216905_s_at",8.55e-33,9.42e-35,15.7,68.3826589,1.3,"suppression of tumorigenicity 14","216905_s_at",0.347,0.01582695,2.6,-4.84403,0.754,"suppression of tumorigenicity 14"
"1044","ST8SIA4","230836_at",1.46e-13,1.46e-14,8.43,22.1975193,1.34,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4","230261_at",0.229,0.00283675,3.33,-3.20415,1.11,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
"1045","STARD5","213820_s_at",1.79e-17,1.15e-18,9.96,31.5554081,0.732,"StAR related lipid transfer domain containing 5","213820_s_at",0.464,0.03876243,2.19,-5.66811,0.633,"StAR related lipid transfer domain containing 5"
"1046","STAT1","AFFX-HUMISGF3A/M97935_MA_at",5.62e-35,4.95e-37,16.5,73.6052364,3.61,"signal transducer and activator of transcription 1","209969_s_at",0.247,0.00419882,3.17,-3.58318,1.37,"signal transducer and activator of transcription 1"
"1047","STIL","205339_at",3.98e-45,1.06e-47,20.5,98.0368113,1.5,"SCL/TAL1 interrupting locus","205339_at",0.242,0.00382664,3.21,-3.49369,0.839,"SCL/TAL1 interrupting locus"
"1048","STK17B","205214_at",1.22e-15,9.72e-17,9.25,27.1588163,1.31,"serine/threonine kinase 17b","205214_at",0.39,0.02257342,2.44,-5.17398,1.26,"serine/threonine kinase 17b"
"1049","STK4","205411_at",6.24e-11,8.36e-12,7.35,15.9323011,0.652,"serine/threonine kinase 4","243981_at",0.322,0.01284131,2.69,-4.64807,0.721,"serine/threonine kinase 4"
"1050","STRIP2","231880_at",4.03e-13,4.22e-14,8.25,21.1504413,1.11,"striatin interacting protein 2","231880_at",0.493,0.04580877,2.11,-5.81833,0.718,"striatin interacting protein 2"
"1051","STUM","213925_at",2.97e-34,2.82e-36,-16.2,71.8724834,-2.75,"stum, mechanosensory transduction mediator homolog","213925_at",0.348,0.01624513,-2.59,-4.8684,-1.14,"stum, mechanosensory transduction mediator homolog"
"1052","STYK1","220030_at",7.04e-32,8.6e-34,15.3,66.1814428,2.73,"serine/threonine/tyrosine kinase 1","221696_s_at",0.292,0.00922555,2.84,-4.33582,0.845,"serine/threonine/tyrosine kinase 1"
"1053","SUOX","204067_at",6.1e-11,8.16e-12,-7.35,15.9567602,-0.808,"sulfite oxidase","204067_at",0.271,0.00724949,-2.94,-4.10665,-0.857,"sulfite oxidase"
"1054","SUSD2","227480_at",8.99e-13,9.76e-14,-8.11,20.3224435,-1.44,"sushi domain containing 2","227480_at",0.255,0.0048592,-3.11,-3.72372,-0.799,"sushi domain containing 2"
"1055","SVIP","226278_at",6.7e-06,1.62e-06,-4.97,4.0314753,-0.734,"small VCP interacting protein","226278_at",0.139,0.00027471,-4.28,-0.90866,-0.818,"small VCP interacting protein"
"1056","SYBU","218692_at",3.04e-17,2.02e-18,-9.87,31.0009354,-1.25,"syntabulin","218692_at",0.288,0.00889123,-2.85,-4.30081,-0.629,"syntabulin"
